work_order_id,equipment_id,site_id,open_time,close_time,failure_type,parts_cost_aud,labor_hours,priority
WO01189,TRK015,WA001,2024-02-29 04:00:00,2024-03-01 19:38:05,BEARING FAILURE,39342.99,25.52,HIGH
WO01190,EXC006,NSW001,2024-04-29 11:00:00,2024-05-01 04:40:29,sensor malfunction,37190.64,52.77,Medium
WO01191,TRK014,WA001,2024-11-14 11:00:00,2024-11-16 00:29:15,Bearing Failure,16476.88,43.62,LOW
WO01192,EXC006,WA001,2024-07-16 23:00:00,2024-07-17 07:45:07,Brake System,25591.54,11.49,Medium
WO01193,TRK006,QLD001,2024-07-05 22:00:00,2024-07-06 14:11:54,hydraulic leak,"$11,123.79",23.23,LOW
WO01194,TRK014,QLD001,2024-08-14 23:00:00,2024-08-16 13:37:56,tire damage,"$175,991.00",27.85,MEDIUM
WO01195,TRK008,QLD001,2024-09-16 01:00:00,2024-09-16 11:29:41,Hydraulic Leak,"$20,624.85",15.54,LOW
WO01196,CNV003,NSW001,2024-08-02 09:00:00,2024-08-03 22:23:36,brake system,"$16,043.68",47.65,LOW
WO01197,EXC002,WA001,2024-10-16 23:00:00,2024-10-18 03:43:58,tire damage,27456.39,34.76,MEDIUM
WO01198,TRK010,WA001,2024-01-14 09:00:00,2024-01-16 07:12:14,Engine Failure,10677.28,44.34,MEDIUM
WO01199,TRK010,WA001,2024-07-27 08:00:00,2024-07-29 01:40:07,Belt Replacement,"$1,972.60",33.21,MEDIUM
WO01200,TRK010,WA001,2024-11-29 10:00:00,2024-11-29 22:30:45,Belt Replacement,6316.57,17.48,MEDIUM
WO01201,TRK003,WA001,2024-08-01 16:00:00,2024-08-02 06:49:06,Tire Damage,28139.28,10.33,HIGH
WO01202,EXC006,NSW001,2024-09-06 02:00:00,2024-09-06 15:17:25,Coolant System,49181.05,14.92,MEDIUM
WO01203,EXC005,WA001,2024-09-10 05:00:00,2024-09-10 16:35:42,Hydraulic Leak,23249.80,9.61,MEDIUM
WO01204,EXC004,WA001,2024-05-07 22:00:00,2024-05-08 19:57:37,electrical fault,"$137,031.00",26.18,Medium
WO01205,TRK011,WA001,2024-06-02 06:00:00,2024-06-02 14:32:02,Hydraulic Leak,33923.39,9.58,MEDIUM
WO01206,TRK001,WA001,2024-02-24 17:00:00,2024-02-25 02:13:20,transmission issue,"$13,846.01",8.87,LOW
WO01207,EXC002,QLD001,2024-02-29 17:00:00,2024-03-01 09:27:16,Electrical Fault,"$16,942.87",9.46,HIGH
WO01208,TRK009,WA001,2024-09-05 15:00:00,2024-09-05 20:22:56,TRANSMISSION ISSUE,45296.78,5.93,HIGH
WO01209,CRU001,NSW001,2024-07-15 23:00:00,2024-07-17 02:21:43,hydraulic leak,2236.98,15.76,MEDIUM
WO01210,EXC004,WA001,2024-11-09 02:00:00,2024-11-10 04:03:27,hydraulic leak,"$120,658.00",30.94,high
WO01211,TRK011,WA001,2024-06-30 14:00:00,2024-06-30 23:34:47,Tire Damage,24785.20,9.74,MEDIUM
WO01212,TRK015,NSW001,2024-06-14 02:00:00,2024-06-15 04:28:52,Brake System,34489.16,26.56,MEDIUM
WO01213,CRU002,WA001,2024-04-06 04:00:00,2024-04-07 15:45:36,bearing failure,39493.27,32.29,MEDIUM
WO01214,TRK015,QLD001,2024-01-31 04:00:00,2024-02-01 13:01:06,Hydraulic Leak,"$42,859.86",27.81,HIGH
WO01215,CNV002,NSW001,2024-01-18 16:00:00,2024-01-19 06:47:02,Bearing Failure,12725.97,9.29,MEDIUM
WO01216,TRK015,WA001,2024-04-19 01:00:00,2024-04-19 03:15:24,TRANSMISSION ISSUE,"$9,292.51",2.7,MEDIUM
WO01217,TRK002,QLD001,2024-12-13 21:00:00,2024-12-14 01:56:00,belt replacement,9972.89,6.77,LOW
WO01218,TRK015,NSW001,2024-02-24 13:00:00,2024-02-24 20:48:41,Brake System,27326.49,4.31,Medium
WO01219,EXC002,NSW001,2024-04-27 19:00:00,2024-04-29 12:01:32,Sensor Malfunction,27194.32,28.11,Medium
WO01220,TRK003,WA001,2024-09-15 04:00:00,2024-09-16 06:07:13,transmission issue,23430.15,17.28,MEDIUM
WO01221,CRU001,WA001,2024-05-24 11:00:00,2024-05-26 08:36:43,Tire Damage,"$42,091.76",67.79,MEDIUM
WO01222,CRU001,NSW001,2024-03-18 21:00:00,2024-03-19 08:15:17,Tire Damage,23423.00,8.49,high
WO01223,CRU003,QLD001,2024-06-19 14:00:00,2024-06-20 00:13:53,Transmission Issue,9557.39,11.5,HIGH
WO01224,CNV003,WA001,2024-12-01 05:00:00,2024-12-02 07:31:21,Belt Replacement,14156.56,21.63,LOW
WO01225,TRK011,NSW001,2024-12-26 23:00:00,2024-12-27 02:21:51,COOLANT SYSTEM,"$33,223.58",2.26,Medium
WO01226,TRK013,NSW001,2024-08-01 10:00:00,,Sensor Malfunction,"$13,516.66",35.45,LOW
WO01227,CRU003,NSW001,2024-07-13 07:00:00,,Brake System,7971.54,25.07,high
WO01228,CRU003,QLD001,2024-12-20 17:00:00,2024-12-21 12:53:33,belt replacement,2066.99,20.81,HIGH
WO01229,TRK004,QLD001,2024-01-30 23:00:00,2024-01-31 21:19:33,Tire Damage,34486.82,23.97,HIGH
WO01230,CNV003,NSW001,2024-01-02 06:00:00,,Sensor Malfunction,"$40,579.68",34.42,high
WO01231,CNV001,WA001,2024-12-05 17:00:00,2024-12-07 13:12:39,Electrical Fault,38311.27,33.8,HIGH
WO01232,CNV001,NSW001,2024-12-04 22:00:00,,Brake System,"$12,045.79",47.27,LOW
WO01233,TRK005,WA001,2024-03-21 16:00:00,,Coolant System,27506.55,21.35,high
WO01234,CRU002,NSW001,2024-06-01 06:00:00,2024-06-02 22:00:46,Hydraulic Leak,18407.69,53.83,Medium
WO01235,EXC004,QLD001,2024-05-31 21:00:00,2024-06-01 05:22:18,Bearing Failure,42487.10,5.77,HIGH
WO01236,CNV001,NSW001,2024-10-03 09:00:00,2024-10-03 17:20:04,COOLANT SYSTEM,7248.41,7.51,HIGH
WO01237,CNV003,QLD001,2024-01-25 15:00:00,2024-01-27 07:17:29,TRANSMISSION ISSUE,36935.09,21.27,HIGH
WO01238,TRK011,NSW001,2024-06-19 19:00:00,2024-06-21 03:58:48,hydraulic leak,10083.99,46.81,LOW
WO01239,CRU002,WA001,2024-08-22 07:00:00,2024-08-22 19:36:05,Coolant System,6635.01,11.01,HIGH
WO01240,EXC005,QLD001,2024-08-01 15:00:00,2024-08-02 04:42:15,tire damage,"$177,320.00",20.32,MEDIUM
WO01241,TRK013,WA001,2024-06-11 11:00:00,2024-06-13 05:16:19,Hydraulic Leak,44583.53,42.25,HIGH
WO01242,TRK009,WA001,2024-04-12 13:00:00,2024-04-14 06:37:38,Transmission Issue,33016.65,47.53,Medium
WO01243,TRK005,WA001,2024-12-24 10:00:00,2024-12-25 13:58:10,Belt Replacement,25103.69,35.51,Medium
WO01244,TRK006,WA001,2024-12-23 04:00:00,2024-12-24 13:35:11,Hydraulic Leak,28954.19,20.01,Medium
WO01245,TRK005,QLD001,2024-05-13 14:00:00,,tire damage,"$183,335.00",22.76,HIGH
WO01246,TRK005,QLD001,2024-02-27 01:00:00,2024-02-28 15:00:10,belt replacement,"$114,984.00",30.92,Medium
WO01247,EXC004,QLD001,2024-12-28 15:00:00,,bearing failure,36044.09,28.69,HIGH
WO01248,TRK012,QLD001,2024-04-14 01:00:00,2024-04-14 06:13:39,bearing failure,10366.39,5.38,MEDIUM
WO01249,EXC005,NSW001,2024-02-09 05:00:00,2024-02-09 12:59:38,Engine Failure,35038.83,9.65,high
WO01250,TRK009,WA001,2024-01-06 05:00:00,2024-01-08 03:12:16,Coolant System,38788.38,69.09,Medium
WO01251,EXC002,QLD001,2024-06-16 07:00:00,2024-06-16 16:42:20,Bearing Failure,"$30,947.86",10.86,HIGH
WO01252,CNV003,QLD001,2024-08-22 23:00:00,2024-08-24 02:56:12,Tire Damage,"$5,415.67",14.02,HIGH
WO01253,TRK011,WA001,2024-03-25 13:00:00,,Tire Damage,19291.39,30.62,Medium
WO01254,TRK013,NSW001,2024-01-12 22:00:00,2024-01-13 14:48:33,brake system,"$29,183.80",20.2,high
WO01255,TRK014,WA001,2024-04-08 13:00:00,,Engine Failure,49900.73,8.35,high
WO01256,TRK004,WA001,2024-04-08 12:00:00,2024-04-09 19:43:25,brake system,"$44,103.04",31.35,Medium
WO01257,TRK001,WA001,2024-11-11 17:00:00,2024-11-12 15:49:13,Engine Failure,38926.55,26.36,HIGH
WO01258,EXC003,QLD001,2024-08-28 03:00:00,2024-08-28 23:49:54,Brake System,45187.82,14.38,MEDIUM
WO01259,CNV002,QLD001,2024-05-26 12:00:00,2024-05-27 23:35:58,Electrical Fault,26619.87,44.79,Medium
WO01260,TRK006,NSW001,2024-02-04 02:00:00,2024-02-04 15:47:22,Belt Replacement,"$120,658.00",7.21,LOW
WO01261,CRU003,WA001,2024-08-19 05:00:00,2024-08-19 11:31:16,Tire Damage,541.89,4.01,MEDIUM
WO01262,TRK007,NSW001,2024-03-16 23:00:00,2024-03-18 17:27:37,HYDRAULIC LEAK,40748.86,56.24,LOW
WO01263,TRK012,WA001,2024-03-05 22:00:00,2024-03-07 11:37:35,Brake System,"$31,682.76",46.9,high
WO01264,TRK009,NSW001,2024-05-01 18:00:00,,Hydraulic Leak,"$20,895.94",16.96,MEDIUM
WO01265,TRK001,NSW001,2024-03-09 21:00:00,2024-03-10 22:58:14,Tire Damage,37889.17,17.37,Medium
WO01266,TRK015,NSW001,2024-04-06 10:00:00,2024-04-08 03:57:00,TRANSMISSION ISSUE,23582.74,48.67,HIGH
WO01267,TRK008,WA001,2024-11-07 19:00:00,2024-11-08 17:30:16,Transmission Issue,11723.30,31.15,HIGH
WO01268,TRK003,QLD001,2024-07-06 23:00:00,2024-07-08 03:00:47,Sensor Malfunction,3920.23,30.94,LOW
WO01269,TRK005,WA001,2024-10-25 07:00:00,2024-10-25 12:53:23,Engine Failure,"$49,364.78",5.92,Medium
WO01270,EXC006,QLD001,2024-07-24 11:00:00,2024-07-26 02:43:38,Transmission Issue,46372.22,59.47,LOW
WO01271,EXC006,NSW001,2024-04-02 21:00:00,2024-04-04 10:31:45,tire damage,7438.61,22.96,high
WO01272,TRK003,NSW001,2024-10-17 17:00:00,2024-10-18 10:38:22,engine failure,43475.16,23.32,Medium
WO01273,TRK001,QLD001,2024-08-09 16:00:00,2024-08-11 03:43:44,Belt Replacement,5147.44,38.13,LOW
WO01274,CRU002,NSW001,2024-09-10 13:00:00,2024-09-12 11:32:35,sensor malfunction,41571.82,34.23,LOW
WO01275,CRU001,NSW001,2024-08-17 19:00:00,2024-08-19 05:03:34,coolant system,3476.26,33.14,LOW
WO01276,CNV003,QLD001,2024-06-11 12:00:00,2024-06-13 11:21:54,Brake System,2055.58,28.39,HIGH
WO01277,CRU002,QLD001,2024-10-05 20:00:00,,belt replacement,11156.38,14.02,Medium
WO01278,CRU001,WA001,2024-11-02 20:00:00,2024-11-03 01:13:36,Coolant System,48648.74,5.07,HIGH
WO01279,CNV001,WA001,2024-01-18 15:00:00,2024-01-19 21:49:45,Coolant System,5248.40,29.27,HIGH
WO01280,EXC002,NSW001,2024-05-03 10:00:00,2024-05-03 19:02:49,coolant system,"$45,706.69",13.17,MEDIUM
WO01281,EXC004,NSW001,2024-08-24 12:00:00,2024-08-25 11:12:46,Sensor Malfunction,12637.07,21.27,LOW
WO01282,TRK013,NSW001,2024-03-17 15:00:00,2024-03-18 19:01:36,Bearing Failure,39369.82,30.16,MEDIUM
WO01283,TRK010,NSW001,2024-10-20 03:00:00,2024-10-20 14:16:32,Coolant System,41429.54,8.56,HIGH
WO01284,TRK011,QLD001,2024-01-12 10:00:00,2024-01-14 04:53:17,TRANSMISSION ISSUE,20421.33,30.49,HIGH
WO01285,CNV001,NSW001,2024-07-27 04:00:00,,Coolant System,26232.09,5.15,HIGH
WO01286,CNV002,QLD001,2024-01-21 08:00:00,2024-01-21 19:33:50,bearing failure,40906.80,8.57,Medium
WO01287,TRK006,NSW001,2024-04-23 15:00:00,,sensor malfunction,33557.73,50.54,MEDIUM
WO01288,TRK004,NSW001,2024-12-11 19:00:00,,Engine Failure,"$26,755.33",35.72,HIGH
WO01289,TRK015,QLD001,2024-07-27 16:00:00,2024-07-28 09:53:44,Coolant System,"$164,207.00",22.42,MEDIUM
WO01290,TRK011,NSW001,2024-11-15 04:00:00,2024-11-16 23:10:44,engine failure,870.61,26.4,LOW
WO01291,CNV003,QLD001,2024-04-06 11:00:00,2024-04-06 17:29:48,Belt Replacement,"$21,968.67",4.2,high
WO01292,CNV003,WA001,2024-01-16 03:00:00,2024-01-17 07:54:10,TIRE DAMAGE,4033.37,17.47,Medium
WO01293,EXC006,NSW001,2024-05-05 12:00:00,2024-05-06 08:33:59,BELT REPLACEMENT,26651.99,27.02,HIGH
WO01294,TRK009,WA001,2024-05-25 23:00:00,2024-05-27 07:04:26,Belt Replacement,12972.70,30.04,HIGH
WO01295,TRK012,WA001,2024-04-30 19:00:00,2024-05-01 22:10:59,SENSOR MALFUNCTION,"$19,031.74",17.79,MEDIUM
WO01296,TRK013,WA001,2024-06-30 20:00:00,2024-07-02 16:43:21,Bearing Failure,1604.57,35.51,high
WO01297,TRK014,QLD001,2024-12-16 06:00:00,2024-12-16 09:42:38,Hydraulic Leak,39987.96,3.42,MEDIUM
WO01298,TRK005,QLD001,2024-09-06 07:00:00,2024-09-07 20:14:50,Engine Failure,23459.19,40.62,HIGH
WO01299,TRK006,WA001,2024-12-03 03:00:00,2024-12-04 15:42:46,Sensor Malfunction,"$171,942.00",28.37,Medium
WO01300,TRK003,WA001,2024-02-29 09:00:00,2024-02-29 14:46:06,TRANSMISSION ISSUE,41313.38,7.62,Medium
WO01301,EXC002,QLD001,2024-09-20 20:00:00,2024-09-22 13:52:57,tire damage,"$22,139.34",53.17,LOW
WO01302,TRK005,WA001,2024-02-06 16:00:00,2024-02-07 07:57:05,Coolant System,16840.55,14.92,MEDIUM
WO01303,TRK009,NSW001,2024-06-05 03:00:00,2024-06-05 19:22:39,SENSOR MALFUNCTION,25219.66,21.63,LOW
WO01304,EXC003,NSW001,2024-08-01 08:00:00,2024-08-02 02:19:05,Hydraulic Leak,"$23,115.79",17.27,high
WO01305,TRK002,QLD001,2024-02-11 13:00:00,2024-02-12 09:06:53,Hydraulic Leak,11154.43,11.09,HIGH
WO01306,TRK003,WA001,2024-02-13 21:00:00,,COOLANT SYSTEM,42516.89,57.28,Medium
WO01307,TRK011,WA001,2024-03-03 04:00:00,2024-03-03 13:53:03,Belt Replacement,7027.83,13.43,Medium
WO01308,EXC006,NSW001,2024-07-22 17:00:00,2024-07-24 00:09:40,coolant system,"$4,124.95",43.02,LOW
WO01309,CNV002,NSW001,2024-08-21 10:00:00,2024-08-23 07:30:04,hydraulic leak,"$187,517.00",56.83,HIGH
WO01310,TRK014,WA001,2024-11-17 12:00:00,2024-11-18 18:05:03,Transmission Issue,24498.12,15.75,high
WO01311,CNV001,QLD001,2024-10-16 06:00:00,2024-10-16 18:36:55,Tire Damage,5840.88,12.87,Medium
WO01312,EXC002,NSW001,2024-04-02 02:00:00,2024-04-02 14:07:15,HYDRAULIC LEAK,"$116,309.00",9.26,MEDIUM
WO01313,CRU001,NSW001,2024-06-02 18:00:00,2024-06-03 20:00:30,tire damage,"$48,943.91",18.61,high
WO01314,TRK010,NSW001,2024-03-31 09:00:00,2024-04-01 03:09:01,Hydraulic Leak,25186.11,10.91,MEDIUM
WO01315,TRK011,WA001,2024-07-17 23:00:00,2024-07-18 04:13:53,BELT REPLACEMENT,8172.81,5.24,Medium
WO01316,TRK009,WA001,2024-07-12 19:00:00,2024-07-13 11:20:17,engine failure,35455.58,16.08,high
WO01317,TRK007,WA001,2024-02-19 22:00:00,2024-02-20 01:30:11,Engine Failure,47411.26,4.1,MEDIUM
WO01318,CRU002,NSW001,2024-01-21 15:00:00,2024-01-22 05:18:34,SENSOR MALFUNCTION,25330.96,19.39,HIGH
WO01319,TRK007,WA001,2024-12-01 19:00:00,2024-12-03 05:06:18,sensor malfunction,41423.63,33.12,MEDIUM
WO01320,CRU002,WA001,2024-01-21 07:00:00,2024-01-22 07:46:50,Belt Replacement,"$145,026.00",24.17,HIGH
WO01321,TRK011,NSW001,2024-11-15 11:00:00,2024-11-15 18:49:31,Hydraulic Leak,21812.78,8.16,high
WO01322,EXC005,WA001,2024-01-16 20:00:00,2024-01-17 21:13:45,coolant system,43792.85,14.61,high
WO01323,TRK015,QLD001,2024-12-27 09:00:00,2024-12-28 12:12:12,Bearing Failure,2742.01,36.63,HIGH
WO01324,CRU003,NSW001,2024-11-06 04:00:00,2024-11-06 11:09:29,Engine Failure,"$2,762.06",5.45,LOW
WO01325,EXC001,NSW001,2024-03-19 15:00:00,,Belt Replacement,39605.40,35.54,MEDIUM
WO01326,TRK002,NSW001,2024-02-02 21:00:00,2024-02-03 12:53:54,SENSOR MALFUNCTION,10438.97,16.58,Medium
WO01327,CNV002,WA001,2024-06-23 11:00:00,2024-06-25 00:33:32,Bearing Failure,38495.41,32.83,LOW
WO01328,EXC004,WA001,2024-10-18 09:00:00,,Bearing Failure,39956.69,37.35,MEDIUM
WO01329,EXC005,QLD001,2024-10-27 11:00:00,2024-10-29 07:14:47,Hydraulic Leak,"$40,050.75",52.13,LOW
WO01330,TRK014,QLD001,2024-11-22 18:00:00,2024-11-23 00:49:31,Tire Damage,7886.38,8.28,high
WO01331,CNV002,WA001,2024-02-21 00:00:00,2024-02-22 10:13:11,Brake System,"$38,190.02",24.51,MEDIUM
WO01332,EXC006,QLD001,2024-09-01 02:00:00,2024-09-01 17:27:13,Coolant System,14741.78,17.92,LOW
WO01333,TRK002,NSW001,2024-12-16 15:00:00,2024-12-17 01:30:44,hydraulic leak,6378.99,12.34,HIGH
WO01334,EXC001,WA001,2024-03-17 08:00:00,2024-03-17 20:39:41,HYDRAULIC LEAK,23770.69,11.23,MEDIUM
WO01335,TRK008,WA001,2024-03-20 11:00:00,,Sensor Malfunction,"$117,462.00",27.28,high
WO01336,TRK005,NSW001,2024-08-30 22:00:00,2024-09-01 12:44:22,Hydraulic Leak,"$24,703.80",32.56,Medium
WO01337,TRK014,QLD001,2024-12-29 18:00:00,2024-12-30 11:33:37,Brake System,"$40,835.89",12.71,Medium
WO01338,TRK012,WA001,2024-03-02 13:00:00,2024-03-03 17:13:16,Belt Replacement,16592.01,22.44,Medium
WO01339,CNV003,NSW001,2024-02-24 11:00:00,2024-02-25 05:26:34,Engine Failure,26159.64,16.82,MEDIUM
WO01340,TRK014,WA001,2024-08-05 08:00:00,2024-08-07 06:32:58,Belt Replacement,2859.49,39.42,HIGH
WO01341,TRK005,WA001,2024-08-18 19:00:00,2024-08-20 01:39:53,engine failure,5851.06,22.13,high
WO01342,CRU003,QLD001,2024-11-22 15:00:00,2024-11-23 19:48:17,Electrical Fault,42394.09,16.03,HIGH
WO01343,TRK005,WA001,2024-06-13 02:00:00,2024-06-13 21:28:28,Hydraulic Leak,35824.03,13.41,high
WO01344,TRK002,QLD001,2024-04-17 09:00:00,2024-04-18 09:23:46,sensor malfunction,21454.27,33.4,LOW
WO01345,TRK003,WA001,2024-11-12 23:00:00,2024-11-13 14:39:51,Brake System,25646.48,17.23,high
WO01346,TRK007,QLD001,2024-09-05 11:00:00,2024-09-06 08:14:24,transmission issue,39272.27,18.38,HIGH
WO01347,TRK004,QLD001,2024-02-14 00:00:00,2024-02-15 20:21:37,Tire Damage,30742.31,27.21,Medium
WO01348,TRK011,NSW001,2024-12-30 10:00:00,2024-12-31 20:16:13,Belt Replacement,"$150,263.00",29.76,Medium
WO01349,EXC005,QLD001,2024-06-10 05:00:00,2024-06-11 00:33:57,Sensor Malfunction,20409.59,24.55,MEDIUM
WO01350,TRK015,NSW001,2024-03-22 22:00:00,2024-03-23 07:08:23,Belt Replacement,16680.92,4.74,Medium
WO01351,CRU002,WA001,2024-12-10 21:00:00,,Tire Damage,14482.15,4.53,MEDIUM
WO01352,TRK010,NSW001,2024-11-19 07:00:00,2024-11-19 13:15:38,HYDRAULIC LEAK,37639.43,6.95,MEDIUM
WO01353,EXC002,WA001,2024-07-14 05:00:00,2024-07-14 20:11:04,tire damage,"$10,449.38",16.22,Medium
WO01354,TRK009,NSW001,2024-10-28 16:00:00,2024-10-30 13:49:17,Engine Failure,"$41,000.04",45.69,MEDIUM
WO01355,CNV003,NSW001,2024-12-25 00:00:00,2024-12-26 11:11:25,Electrical Fault,32446.64,26.9,MEDIUM
WO01356,CRU002,QLD001,2024-02-22 05:00:00,2024-02-24 04:11:02,Belt Replacement,2197.22,40.19,HIGH
WO01357,EXC002,WA001,2024-10-27 18:00:00,2024-10-29 02:11:24,engine failure,47027.90,44.46,Medium
WO01358,TRK010,WA001,2024-10-23 12:00:00,2024-10-24 18:08:53,Electrical Fault,"$21,584.83",40.56,LOW
WO01359,TRK002,WA001,2024-12-17 22:00:00,2024-12-19 07:49:16,Coolant System,"$43,778.61",35.92,high
WO01360,EXC005,WA001,2024-04-29 22:00:00,2024-04-30 04:20:17,Electrical Fault,34867.84,3.5,Medium
WO01361,CNV003,WA001,2024-04-09 17:00:00,2024-04-11 11:22:40,Hydraulic Leak,8850.13,40.77,HIGH
WO01362,TRK010,WA001,2024-12-29 01:00:00,,engine failure,39328.10,6.95,MEDIUM
WO01363,TRK015,QLD001,2024-06-09 17:00:00,2024-06-11 09:36:08,Coolant System,22373.47,24.09,HIGH
WO01364,EXC004,QLD001,2024-02-26 19:00:00,2024-02-27 17:40:10,Brake System,"$42,592.94",11.89,high
WO01365,TRK005,NSW001,2024-04-19 14:00:00,,Coolant System,24745.27,29.64,LOW
WO01366,TRK004,NSW001,2024-03-10 08:00:00,2024-03-11 01:12:17,Belt Replacement,"$17,887.17",13.26,LOW
WO01367,TRK001,NSW001,2024-01-24 17:00:00,2024-01-25 05:12:48,Transmission Issue,49341.76,16.51,MEDIUM
WO01368,TRK013,WA001,2024-05-29 12:00:00,2024-05-30 15:37:52,Bearing Failure,17457.75,22.81,Medium
WO01369,EXC005,QLD001,2024-11-21 12:00:00,2024-11-22 17:16:19,Hydraulic Leak,30835.41,41.31,high
WO01370,TRK009,WA001,2024-12-27 16:00:00,2024-12-28 02:45:45,Sensor Malfunction,1121.31,12.18,Medium
WO01371,TRK009,WA001,2024-12-27 22:00:00,2024-12-28 20:31:35,Electrical Fault,17046.09,14.24,high
WO01372,EXC002,NSW001,2024-11-12 14:00:00,2024-11-12 18:29:57,brake system,3896.07,5.67,MEDIUM
WO01373,CNV002,NSW001,2024-11-06 00:00:00,2024-11-07 05:33:45,Sensor Malfunction,39772.52,38.23,MEDIUM
WO01374,TRK006,NSW001,2024-01-23 07:00:00,2024-01-24 21:27:24,Tire Damage,40361.49,34.99,HIGH
WO01375,CRU003,WA001,2024-09-28 04:00:00,2024-09-28 22:10:58,Coolant System,10887.08,19.69,MEDIUM
WO01376,TRK011,NSW001,2024-11-16 03:00:00,2024-11-17 14:18:23,Coolant System,"$33,169.68",37.56,high
WO01377,TRK005,NSW001,2024-06-24 21:00:00,2024-06-25 20:25:42,TRANSMISSION ISSUE,"$22,375.56",25.61,MEDIUM
WO01378,TRK009,QLD001,2024-11-26 07:00:00,2024-11-27 09:52:03,Brake System,28633.47,34.68,HIGH
WO01379,TRK014,WA001,2024-12-03 14:00:00,2024-12-05 06:28:27,Sensor Malfunction,35355.93,54.72,Medium
WO01380,TRK006,NSW001,2024-06-11 01:00:00,2024-06-12 03:39:03,coolant system,2453.51,30.66,MEDIUM
WO01381,TRK004,NSW001,2024-09-10 08:00:00,2024-09-11 20:48:48,coolant system,39421.05,32.51,Medium
WO01382,TRK015,QLD001,2024-09-14 20:00:00,,Engine Failure,"$159,575.00",12.28,high
WO01383,TRK001,WA001,2024-04-01 07:00:00,,Transmission Issue,5268.08,18.47,HIGH
WO01384,TRK005,WA001,2024-10-26 15:00:00,2024-10-27 19:54:28,TIRE DAMAGE,"$47,130.77",41.06,LOW
WO01385,CNV002,WA001,2024-10-22 01:00:00,2024-10-23 17:27:19,coolant system,26691.99,34.62,high
WO01386,TRK011,NSW001,2024-08-18 06:00:00,2024-08-19 21:12:11,Tire Damage,8391.10,44.14,Medium
WO01387,TRK011,WA001,2024-12-10 20:00:00,2024-12-11 07:25:28,Belt Replacement,5611.02,16.39,Medium
WO01388,EXC001,QLD001,2024-09-19 23:00:00,2024-09-21 03:02:36,Belt Replacement,"$42,830.58",41.63,high
WO01389,CRU002,QLD001,2024-01-30 01:00:00,2024-01-30 13:50:03,ENGINE FAILURE,28200.32,9.8,LOW
WO01390,EXC005,QLD001,2024-05-11 19:00:00,2024-05-12 05:53:49,ELECTRICAL FAULT,"$7,791.21",12.06,HIGH
WO01391,CRU001,NSW001,2024-12-24 20:00:00,2024-12-25 18:22:18,Electrical Fault,4752.35,18.73,Medium
WO01392,CRU001,WA001,2024-11-15 16:00:00,2024-11-17 11:41:21,Transmission Issue,"$42,480.81",32.72,MEDIUM
WO01393,TRK013,WA001,2024-04-07 16:00:00,2024-04-09 15:32:26,Bearing Failure,"$175,641.00",35.88,high
WO01394,CNV003,WA001,2024-02-01 06:00:00,2024-02-02 10:23:49,Coolant System,38105.90,25.15,MEDIUM
WO01395,TRK007,QLD001,2024-07-31 13:00:00,2024-07-31 21:02:32,Transmission Issue,6235.76,6.49,Medium
WO01396,TRK015,QLD001,2024-09-16 04:00:00,2024-09-16 16:34:14,belt replacement,31459.82,17.35,Medium
WO01397,TRK003,QLD001,2024-06-14 13:00:00,2024-06-15 14:09:24,ENGINE FAILURE,3222.01,30.04,HIGH
WO01398,TRK011,QLD001,2024-10-24 06:00:00,2024-10-24 20:05:42,Bearing Failure,"$134,993.00",13.65,Medium
WO01399,TRK007,WA001,2024-10-20 20:00:00,2024-10-21 03:05:13,COOLANT SYSTEM,"$135,553.00",9.38,HIGH
WO01400,TRK011,WA001,2024-11-22 07:00:00,2024-11-22 09:45:54,Tire Damage,44434.57,3.21,HIGH
WO01401,CRU003,QLD001,2024-07-01 22:00:00,2024-07-03 14:38:05,COOLANT SYSTEM,36499.89,53.34,MEDIUM
WO01402,EXC006,NSW001,2024-06-08 01:00:00,2024-06-09 18:45:09,belt replacement,18317.11,54.74,LOW
WO01403,CNV002,NSW001,2024-01-07 18:00:00,2024-01-09 14:05:55,hydraulic leak,40478.37,63.03,HIGH
WO01404,TRK011,NSW001,2024-05-24 18:00:00,,belt replacement,33094.83,13.08,LOW
WO01405,TRK011,QLD001,2024-11-15 16:00:00,2024-11-17 11:37:14,coolant system,44552.56,36.41,high
WO01406,EXC003,QLD001,2024-05-29 22:00:00,2024-05-31 01:24:34,Bearing Failure,"$11,007.33",15.1,MEDIUM
WO01407,CNV001,WA001,2024-04-27 23:00:00,2024-04-28 06:25:52,Tire Damage,9281.54,6.52,high
WO01408,CNV003,NSW001,2024-02-21 10:00:00,2024-02-22 17:16:15,Transmission Issue,16601.07,33.02,LOW
WO01409,TRK008,WA001,2024-09-02 01:00:00,2024-09-03 17:13:51,Brake System,44975.95,59.92,Medium
WO01410,EXC003,WA001,2024-01-27 09:00:00,2024-01-29 00:49:14,Transmission Issue,2124.67,48.62,Medium
WO01411,TRK001,QLD001,2024-08-08 12:00:00,2024-08-10 09:14:37,electrical fault,22088.48,54.82,HIGH
WO01412,TRK001,NSW001,2024-09-25 12:00:00,2024-09-26 05:00:36,Hydraulic Leak,35292.23,16.04,MEDIUM
WO01413,EXC006,WA001,2024-04-14 10:00:00,2024-04-14 18:53:54,Transmission Issue,"$13,665.65",7.09,MEDIUM
WO01414,EXC004,WA001,2024-08-19 02:00:00,2024-08-19 23:56:14,electrical fault,33824.83,14.4,MEDIUM
