"Continent","Country","Year","Life Expectancy","Gender","BMI","Blood Pressure","Cholesterol","Lung Cancer","Liver Cancer","Stomach Cancer","Population","Population Growth"
"Asia","Singapore",1995,75.1,"women",23.4,126,4.69,261,77.6,162,1735.613,2.93922621787177
"Europe","Slovenia",1995,70.5,"women",26.1,132,5.34,172,37.5,206,1024.748,-0.250165966137061
"Oceania","Solomon Islands",1995,59.4,"women",26.6,121,4.66,5.82,3.93,7.23,174.741,2.84690177982862
"Africa","Somalia",1995,45.7,"women",21.7,129,4.44,37,102,121,3734.818,1.64562350041587
"Africa","South Africa",1995,57.7,"women",27.7,131,4.56,1260,582,595,20980.414,2.24670766493549
"Europe","Spain",1995,74.6,"women",25.8,126,5.3,1870,1410,3570,20306.175,0.309179411197206
"Asia","Sri Lanka",1995,66,"women",22.1,123,4.58,221,80.3,371,9079.982,0.931730664699009
"Africa","Sudan",1995,55.1,"women",21.8,127,4.52,355,267,530,12010.205,3.24006670862101
"Americas","Suriname",1995,64.5,"women",26,125,4.76,11.9,8.9,8.82,217.443,1.60697930879798
"Europe","Sweden",1995,76.1,"women",24.8,128,5.54,1150,255,623,4470.258,0.428718259785329
"Europe","Switzerland",1995,75.2,"women",24,125,5.58,813,134,518,3579.001,0.819286760789063
"Asia","Tajikistan",1995,59.4,"women",23.8,129,4.69,69.4,69.6,242,2888.535,1.38127461234461
"Asia","Thailand",1995,66.6,"women",23.3,120,4.94,4360,3210,1270,29929.61,0.992196302503682
"Asia","Timor-Leste",1995,52.5,"women",20.8,120,4.39,13.5,6.93,17.6,418.304,1.99302660132153
"Africa","Togo",1995,54,"women",21.4,129,4.29,37.5,116,71.9,2146.793,2.565875188179
"Oceania","Tonga",1995,68.6,"women",31.2,123,4.76,3.93,3.57,3.35,47.288,0.211918284309558
"Americas","Trinidad and Tobago",1995,65.2,"women",26.8,124,4.76,26.4,24.1,33.8,629.283,0.387330403362819
"Africa","Tunisia",1995,69.2,"women",26.3,130,4.75,90.9,35.6,134,4516.535,1.73831167295323
"Asia","Turkey",1995,63.2,"women",27.4,128,4.92,1850,612,2630,29650.015,1.6335363215109
"Asia","Turkmenistan",1995,58.9,"women",24.1,130,4.87,62.9,50.9,150,2136.195,2.23699588504939
"Africa","Uganda",1995,41.5,"women",21.4,131,4.3,137,325,302,10328.095,3.23347292580142
"Europe","Ukraine",1995,62.6,"women",26,133,5.22,5020,791,9070,27171.995,-0.487622459081975
"Asia","United Arab Emirates",1995,72.1,"women",28.3,126,5.41,10.6,7.78,13.5,811.508,4.79684592368178
"Europe","United Kingdom",1995,74,"women",25.8,131,5.65,15100,966,4690,29764.959,0.277333831402254
"Americas","United States",1995,72.9,"women",26.9,121,5.44,81400,4560,10700,134885.042,1.05430810485116
"Americas","Uruguay",1995,69.8,"women",25,126,5.13,206,27.5,242,1662.37,0.732236715332968
"Asia","Uzbekistan",1995,63.2,"women",24.6,124,4.72,450,282,858,11458.109,1.96390327065375
"Oceania","Vanuatu",1995,64,"women",25.8,129,4.7,3.11,1.66,3.15,81.888,2.49452406283248
"Asia","Yemen",1995,57.8,"women",24.8,125,4.65,176,122,346,7376.12,4.00909331519784
"Africa","Zambia",1995,41.2,"women",22,128,4.52,45.9,144,150,4578.566,2.62062652704396
"Africa","Zimbabwe",1995,48.1,"women",24.7,131,4.46,171,315,247,5769.58,1.47622601262442
"Asia","Afghanistan",1996,52.5,"women",20.6,124,4.4,270,165,622,9082.951,4.18575974976012
"Europe","Albania",1996,69.6,"women",25,129,4.93,121,91.5,111,1570.487,-0.565398498306643
"Africa","Algeria",1996,67,"women",25.1,131,4.9,191,108,303,14442.437,1.74919912445638
"Africa","Angola",1996,41.5,"women",21.4,130,4.54,148,194,247,7218.187,3.34227282397707
"Americas","Antigua and Barbuda",1996,70.1,"women",26.3,125,4.98,1.61,1.63,2.53,36.81,2.57767869583393
"Americas","Argentina",1996,69.3,"women",25.8,121,5.21,1930,735,1580,18106.091,1.24410633205843
"Asia","Armenia",1996,65.9,"women",25.9,133,4.9,135,125,210,1672.643,-1.22196730121329
"Oceania","Australia",1996,75.6,"women",25.6,123,5.46,2450,165,838,9138.013,1.06133047085467
"Europe","Austria",1996,73.7,"women",24.6,128,5.52,1060,248,958,4142.292,0.209864629451644
"Asia","Azerbaijan",1996,61.6,"women",26.4,129,4.82,180,191,457,4019.47,1.04027388038522
"Americas","Bahamas",1996,68.2,"women",27.7,127,5.25,7.23,4.88,8.73,144.025,1.60780551126663
"Asia","Bahrain",1996,72.8,"women",27.1,135,5.24,13.9,4.63,7.32,246.051,3.03600068676429
"Asia","Bangladesh",1996,62.4,"women",19.1,124,4.44,2840,492,2330,57101.958,2.19382758992695
"Americas","Barbados",1996,70.2,"women",27.9,127,5.01,8.49,8.93,17,138.602,0.436959688113688
"Europe","Belarus",1996,62.4,"women",25.9,131,5.29,544,137,1830,5334.167,-0.347223195241763
"Europe","Belgium",1996,73.8,"women",25.1,128,5.62,1190,265,833,5211.515,0.212095602621691
"Americas","Belize",1996,66.6,"women",27.9,121,4.8,3.38,5.37,4.89,106.058,3.24860544581926
"Africa","Benin",1996,53.4,"women",22.5,129,4.35,49.8,175,101,3103.701,3.08579730130989
"Asia","Bhutan",1996,57.2,"women",21.5,124,4.48,4.42,2.38,9.47,264.425,1.42573300397379
"Europe","Bosnia and Herzegovina",1996,69.1,"women",25.3,133,4.72,262,79.2,194,1919.213,-1.6112131288058
"Africa","Botswana",1996,51.2,"women",25,132,4.75,30.1,15.6,17,780.35,2.29081080230811
"Americas","Brazil",1996,64.3,"women",24.9,128,4.88,5420,2290,4840,82942.141,1.63913817039324
"Europe","Bulgaria",1996,67.5,"women",25.3,131,5.21,537,290,777,4237.395,-0.933735827036173
"Africa","Burkina Faso",1996,48.1,"women",20.7,128,4.19,64.6,290,217,5289.053,2.75514698268334
"Africa","Burundi",1996,47.9,"women",20.4,131,4.24,44,110,159,3098.079,1.18171877816882
"Asia","Cambodia",1996,53.4,"women",20.6,117,4.37,280,125,352,5648.223,3.01737054530843
"Africa","Cameroon",1996,48.7,"women",23.1,125,4.45,158,464,256,7017.468,2.72070964342174
"Americas","Canada",1996,75.4,"women",25.7,122,5.37,6640,383,2040,14874.765,1.01012398874536
"Africa","Central African Republic",1996,44.1,"women",20.9,129,4.4,48.5,66.7,98.5,1677.486,2.65177290729382
"Africa","Chad",1996,46.3,"women",20.5,126,4.25,49.4,180,120,3646.801,3.39844170867664
"Americas","Chile",1996,72.6,"women",26.2,127,5.14,616,281,1030,7413.348,1.41943607530543
"Asia","China",1996,68.7,"women",22.4,123,4.32,95800,87000,117000,609466.081,0.865957530198823
"Americas","Colombia",1996,65.8,"women",25.4,124,5.06,1090,676,1940,18869.052,1.85510294602753
"Africa","Comoros",1996,57.4,"women",21.9,129,4.45,2.85,6.24,5.56,243.096,2.74860202964585
"Americas","Costa Rica",1996,74.4,"women",25.5,123,4.87,66.4,63.8,234,1806.59,2.49173270761554
"Europe","Croatia",1996,70.4,"women",24.6,132,5.18,497,165,546,2364.066,-0.818143563826828
"Americas","Cuba",1996,73.7,"women",25.1,125,4.82,970,306,270,5469.793,0.532751850966224
"Asia","Cyprus",1996,75.4,"women",25.3,127,5.36,24.8,7.17,21.3,432.879,2.19099240317471
"Europe","Denmark",1996,73.3,"women",24.4,125,5.58,1520,122,293,2657.949,0.389100208600321
"Africa","Djibouti",1996,55.4,"women",23.3,129,4.79,2.5,7.88,5.76,319.771,2.09280496526359
"Americas","Dominican Republic",1996,67.1,"women",24.9,127,4.54,188,151,145,3961.994,1.77102922209776
"Americas","Ecuador",1996,68.8,"women",26.1,125,4.87,208,252,755,5824.361,2.18327778865513
"Africa","Egypt",1996,64.9,"women",28.1,125,4.78,712,1170,834,31572.811,2.02836763006005
"Americas","El Salvador",1996,63.2,"women",25.9,120,4.69,95.8,100,275,2931.847,1.21512823956235
"Africa","Equatorial Guinea",1996,49.5,"women",21.6,131,4.54,6.79,9.08,11.9,253.408,3.32513771493111
"Africa","Eritrea",1996,51.2,"women",20,123,4.26,14.8,36,40.4,1103.863,-0.305262711076058
"Europe","Estonia",1996,63,"women",24.7,131,5.42,129,30.5,230,761.374,-1.09354215164616
"Africa","Ethiopia",1996,48.3,"women",19.6,122,4.24,356,885,1150,29528.171,3.21963124783554
"Oceania","Fiji",1996,64.6,"women",26.7,126,4.92,8.97,9.81,10.8,385.788,1.17410722481125
"Europe","Finland",1996,73,"women",25.3,131,5.59,518,131,466,2634.18,0.296757597702694
"Europe","France",1996,74,"women",24.5,126,5.57,4000,1200,3670,29831.939,0.39486641687256
"Africa","Gabon",1996,59,"women",23.9,134,5.02,23.9,34,26.5,563.697,2.42834792752752
"Africa","Gambia",1996,53.1,"women",22.5,129,4.38,5.31,46,6.45,582.162,3.18673196462851
"Asia","Georgia",1996,66.8,"women",25.4,132,4.86,160,126,263,2552.665,-2.60074495597953
"Europe","Germany",1996,73.5,"women",25.4,131,5.78,11900,2200,10200,41857.046,0.145781491892259
"Africa","Ghana",1996,56.4,"women",22.6,129,4.31,96.3,431,261,8653.737,2.61320641509738
"Europe","Greece",1996,75.3,"women",24.5,126,5.1,1000,682,791,5447.918,0.774652055848638
"Americas","Grenada",1996,67.2,"women",25.9,125,4.74,2.82,3.15,4.27,50.851,0.669134678201653
"Americas","Guatemala",1996,62.5,"women",25.1,121,4.58,140,247,554,5400.518,2.42377794075504
"Africa","Guinea",1996,51.3,"women",21.4,131,4.28,60.8,319,154,3889.999,2.74682752580293
"Africa","Guinea-Bissau",1996,49.4,"women",22,129,4.26,10.8,40.9,30.9,573.47,2.01115688660249
"Americas","Guyana",1996,61.2,"women",25,123,4.46,10.4,12.7,18,385.614,-0.233108676248014
"Americas","Haiti",1996,54.9,"women",22,124,4.4,214,120,401,4005.673,1.83239551412779
"Americas","Honduras",1996,66.9,"women",25.2,122,4.6,73.3,92,223,2955.601,2.89065695641352
"Europe","Hungary",1996,65.9,"women",25.4,131,5.22,1940,399,1030,5401.175,-0.0762585293647951
"Europe","Iceland",1996,76.7,"women",25.1,123,5.78,52.2,2.83,17.2,134.723,0.991754122938536
"Asia","India",1996,60.2,"women",20.8,125,4.53,8730,4450,32000,471862.701,1.89394617641279
"Asia","Indonesia",1996,63.8,"women",21.8,126,4.57,2270,2390,5170,99940.759,1.54060536212216
"Asia","Iraq",1996,66.1,"women",27.2,127,4.88,265,161,204,10303.641,3.1431734988887
"Europe","Ireland",1996,73.1,"women",25.6,128,5.48,544,43.7,222,1822.44,0.772921963524811
"Asia","Israel",1996,75.9,"women",26.1,126,5.47,407,80.8,267,2748.23,3.01183187537061
"Europe","Italy",1996,75.1,"women",24.8,128,5.32,6900,3250,8620,29384.805,-0.126500474610452
"Americas","Jamaica",1996,69.4,"women",26.1,125,4.78,75.3,42.6,97.6,1290.93,0.859816004844042
"Asia","Japan",1996,76.8,"women",21.9,126,5.21,18300,11800,36400,64340.877,0.257099703859148
"Asia","Jordan",1996,69.7,"women",28.9,125,5.3,41.7,17.2,41.4,2261.195,3.30209258925085
"Asia","Kazakhstan",1996,58.2,"women",25.7,130,5.03,871,490,1500,8069.158,-1.18909959182064
"Africa","Kenya",1996,50.9,"women",22.1,126,4.47,177,187,531,14376.548,3.00077921102806
"Oceania","Kiribati",1996,59.9,"women",28.6,120,4.58,1.14,1.62,0.87,39.83,1.61751199101949
"Asia","Kuwait",1996,72.1,"women",29.6,129,5.46,15.3,7.66,9.54,679.367,0.886400019008066
"Europe","Latvia",1996,62.1,"women",25.1,131,5.37,184,49.5,368,1338.388,-1.06095775980603
"Asia","Lebanon",1996,71.1,"women",26.2,130,5,98.1,32.6,89.9,1815.207,2.32952098333375
"Africa","Lesotho",1996,53.6,"women",25.9,128,4.28,27.6,22.9,29.7,992.135,1.65807164894211
"Africa","Liberia",1996,49.9,"women",22.1,130,4.27,11.5,78.6,47.4,1085.688,5.61907059638418
"Africa","Libya",1996,68.5,"women",27.9,133,4.98,42.1,43.3,43.8,2403.046,1.95445018625528
"Europe","Lithuania",1996,64.1,"women",25.7,132,5.56,222,57.3,463,1907.784,-0.521383284761613
"Europe","Luxembourg",1996,73.2,"women",25.4,128,5.72,51.2,13.1,38,210.608,1.37178833065393
"Africa","Madagascar",1996,54.2,"women",20.5,129,4.42,74.3,167,168,6975.846,3.19856027729307
"Africa","Malawi",1996,44.4,"women",21.6,129,4.33,49,79.3,60.1,5054.666,1.87560237552116
"Asia","Malaysia",1996,70.1,"women",24.2,125,5,667,250,343,10319.69,2.58955954851684
"Asia","Maldives",1996,66.1,"women",24.6,123,4.71,1.58,1.12,2.45,128.241,2.17185196988409
"Africa","Mali",1996,45.9,"women",21,126,4.26,64,446,423,4969.856,2.57298475395186
"Europe","Malta",1996,75.5,"women",26.5,129,5.48,15.2,4.15,16.8,192.324,0.802440341102664
"Africa","Mauritania",1996,58.1,"women",24.6,129,4.47,23.3,75.9,42.5,1196.66,2.52460390012621
"Africa","Mauritius",1996,66.8,"women",25,131,4.93,22.5,13.9,29,573.2,1.26725403558488
"Americas","Mexico",1996,70.7,"women",27.1,124,4.88,1940,1970,2600,47372.973,1.67529639804868
"Asia","Mongolia",1996,59,"women",24.9,129,4.97,92.2,203,267,1167.315,0.668614528589257
"Europe","Montenegro",1996,70.9,"women",25.4,131,5.14,67.8,16.6,17.3,312.067,-0.0288316456142182
"Africa","Morocco",1996,65.5,"women",25.1,127,4.79,251,98,418,13772.99,1.51699955834582
"Africa","Mozambique",1996,44.3,"women",21.7,132,4.41,90.1,437,318,8348.528,3.04268978225031
"Asia","Myanmar",1996,58.6,"women",20.9,120,4.31,678,685,1710,22848.081,1.32037973189839
"Africa","Namibia",1996,56.4,"women",23.7,132,4.61,12.1,5,10.3,860.95,2.18202749936207
"Asia","Nepal",1996,58.4,"women",19.6,124,4.38,314,103,586,10940.94,2.51124411442534
"Europe","Netherlands",1996,74.8,"women",24.7,126,5.5,2200,198,1300,7854.698,0.60651860523648
"Oceania","New Zealand",1996,74.5,"women",26,123,5.62,568,42.3,214,1886.281,1.19609267451579
"Americas","Nicaragua",1996,65.4,"women",26,123,4.61,40.1,74.4,110,2393.604,1.94437618161537
"Africa","Niger",1996,46.7,"women",20.9,130,4.2,64,237,149,4982.362,3.4065220657885
"Africa","Nigeria",1996,44.8,"women",22.8,133,4.15,655,3640,1080,54941.135,2.49610736445064
"Europe","Norway",1996,75.1,"women",24.8,130,5.54,668,45.6,324,2220.035,0.572757353474146
"Asia","Oman",1996,68.5,"women",26.1,130,5.14,10.4,10.3,23.9,916.127,2.12982513249395
"Asia","Pakistan",1996,61,"women",22.8,126,4.64,1140,1140,1430,61544.776,2.93162614113908
"Americas","Panama",1996,71.8,"women",25.9,124,4.9,58.7,35.9,88.7,1385.918,2.09603930856412
"Oceania","Papua New Guinea",1996,58.1,"women",23.9,116,4.63,92.9,55.1,123,2613.419,2.45841161213026
"Americas","Paraguay",1996,66.9,"women",24.8,125,4.89,89.4,44.6,108,2409.541,2.29919851778011
"Americas","Peru",1996,66.1,"women",25.6,122,4.85,723,556,1500,12421.934,1.84268018039253
"Asia","Philippines",1996,63.6,"women",22.6,123,4.78,1730,923,805,35394.32,2.34650238168747
"Europe","Poland",1996,67.8,"women",25.6,131,5.25,4300,843,2270,19785.042,0.16183810175571
"Europe","Portugal",1996,72,"women",25.6,131,5.31,569,230,1430,5251.771,0.409609534510807
"Asia","Qatar",1996,74.9,"women",27.6,131,5.3,3.16,3.39,4.13,179.293,2.39229258040935
"Europe","Romania",1996,65.9,"women",24.9,131,5.11,1390,515,1370,11609.214,-0.610886336102287
"Africa","Rwanda",1996,34.8,"women",21.2,131,4.31,38.7,97.5,121,3090.56,3.08003364669767
"Oceania","Samoa",1996,64.8,"women",30.6,123,4.62,1.5,1.05,2.69,82.136,0.648228705870815
"Africa","Sao Tome and Principe",1996,61,"women",23.2,133,4.4,2.02,0.61,4.84,67.595,1.61758294622588
"Asia","Saudi Arabia",1996,69.6,"women",28,129,5.14,161,291,142,8527.983,2.70659144469731
"Africa","Senegal",1996,55.8,"women",22.9,129,4.41,62.5,238,141,4499.084,2.72957828229031
"Europe","Serbia",1996,69,"women",25.6,132,5,883,302,509,5002.633,-0.218585796371141
"Africa","Seychelles",1996,66.4,"women",26.6,131,5.34,1.94,0.81,1.57,38.76,1.27772987379477
"Africa","Sierra Leone",1996,35.2,"women",22.6,133,4.27,23.8,115,70,2177.187,0.159496163259302
"Asia","Singapore",1996,75.2,"women",23.4,126,4.67,264,79.9,164,1785.217,2.85801039747916
"Europe","Slovenia",1996,70.8,"women",26.2,132,5.33,180,38.2,203,1022.355,-0.233520826583709
"Oceania","Solomon Islands",1996,60,"women",26.8,122,4.66,6.09,4.11,7.44,179.66,2.81502337745577
"Africa","Somalia",1996,46.6,"women",21.8,129,4.43,37.5,103,123,3831.257,2.58216063004944
"Africa","South Africa",1996,57,"women",27.8,131,4.54,1320,609,636,21401.432,2.0067192191727
"Europe","Spain",1996,74.8,"women",25.8,126,5.28,1940,1410,3490,20363.381,0.281717260882475
"Asia","Sri Lanka",1996,65.9,"women",22.2,123,4.58,222,84.6,372,9152.487,0.798514798817874
"Africa","Sudan",1996,55.3,"women",21.9,127,4.52,365,274,541,12353.337,2.85700368977881
"Americas","Suriname",1996,64.5,"women",26.1,125,4.75,12.3,9.04,8.7,220.779,1.53419516838895
"Europe","Sweden",1996,76.4,"women",24.8,127,5.49,1190,250,615,4481.405,0.249359209244745
"Europe","Switzerland",1996,75.6,"women",24,124,5.54,827,138,498,3600.601,0.603520367834485
"Asia","Tajikistan",1996,60,"women",23.7,129,4.63,65.1,69.4,236,2928.94,1.39880596911584
"Asia","Thailand",1996,66.5,"women",23.4,120,4.96,4580,3340,1290,30278.911,1.16707501367375
"Asia","Timor-Leste",1996,53.8,"women",20.9,121,4.4,13.3,6.97,17,423.705,1.29116623317014
"Africa","Togo",1996,53.6,"women",21.4,129,4.27,38.3,117,71,2208.145,2.85784423556439
"Oceania","Tonga",1996,68.7,"women",31.5,124,4.77,3.99,3.61,3.36,47.385,0.205126036203691
"Americas","Trinidad and Tobago",1996,65.1,"women",26.9,124,4.76,26.1,22.7,32.6,631.03,0.277617542504717
"Africa","Tunisia",1996,69.6,"women",26.4,130,4.76,93.6,36.6,133,4587.331,1.56748480859775
"Asia","Turkey",1996,63.8,"women",27.5,128,4.92,1860,615,2580,30133.315,1.63001603877772
"Asia","Turkmenistan",1996,58.9,"women",24,130,4.83,64,52,150,2176.4,1.88208473477374
"Africa","Uganda",1996,41.7,"women",21.4,131,4.3,154,330,295,10651.837,3.13457612463867
"Europe","Ukraine",1996,62.3,"women",25.9,132,5.17,4560,769,8460,27000.236,-0.63211773739837
"Asia","United Arab Emirates",1996,72.4,"women",28.4,126,5.41,11.2,8.09,13.8,848.997,4.61967103220177
"Europe","United Kingdom",1996,74.3,"women",25.9,131,5.62,15300,1010,4600,29851.318,0.290136465499584
"Americas","United States",1996,73.1,"women",27,121,5.42,82900,4730,10700,136422.97,1.14017683295084
"Americas","Uruguay",1996,70,"women",25.1,126,5.12,210,28,243,1674.435,0.725771037735285
"Asia","Uzbekistan",1996,63.3,"women",24.7,124,4.67,445,289,847,11672.059,1.8672365570968
"Oceania","Vanuatu",1996,64.4,"women",26,129,4.71,3.21,1.7,3.23,83.661,2.16515240328253
"Asia","Yemen",1996,58.1,"women",24.9,125,4.65,181,125,351,7642.286,3.60848250841906
"Africa","Zambia",1996,41.2,"women",22.1,128,4.5,47.5,149,160,4703.048,2.71879885536214
"Africa","Zimbabwe",1996,46.8,"women",24.7,131,4.45,173,323,245,5844.139,1.29227777411874
"Asia","Afghanistan",1997,52.9,"women",20.6,124,4.38,275,170,645,9344.885,2.88379844832369
"Europe","Albania",1997,70,"women",25,129,4.92,128,93.2,116,1562.385,-0.515890930647633
"Africa","Algeria",1997,67.5,"women",25.2,131,4.89,194,108,300,14674.195,1.60470147801233
"Africa","Angola",1997,42.1,"women",21.5,130,4.53,151,197,247,7459.618,3.34475956358571
"Americas","Antigua and Barbuda",1997,70.3,"women",26.4,125,4.97,1.68,1.6,2.45,37.754,2.56452051073077
"Americas","Argentina",1997,69.5,"women",26,120,5.21,1970,745,1570,18327.46,1.22262171332287
"Asia","Armenia",1997,66.4,"women",25.9,133,4.87,137,127,206,1657.791,-0.887936038951533
"Oceania","Australia",1997,75.9,"women",25.7,123,5.44,2540,177,855,9232.141,1.03007076045962
"Europe","Austria",1997,74.1,"women",24.6,128,5.5,1100,254,923,4145,0.0653744352160502
"Asia","Azerbaijan",1997,62.2,"women",26.3,129,4.78,179,195,458,4055.528,0.897083446325013
"Americas","Bahamas",1997,68.4,"women",27.8,127,5.24,7.98,4.86,9.1,146.178,1.494879361222
"Asia","Bahrain",1997,73,"women",27.2,134,5.24,14.2,4.79,7.3,254.071,3.25948685435134
"Asia","Bangladesh",1997,63.1,"women",19.2,124,4.43,2980,514,2320,58344.078,2.17526691466517
"Americas","Barbados",1997,70.4,"women",28,127,5,8.46,8.57,16.7,139.226,0.450209953680319
"Europe","Belarus",1997,62.1,"women",25.9,130,5.26,535,139,1780,5313.241,-0.392301178422055
"Europe","Belgium",1997,74,"women",25.1,127,5.59,1200,260,788,5219.305,0.149476687681029
"Americas","Belize",1997,66.3,"women",28.1,121,4.79,3.8,5.5,5.21,109.999,3.71589130475776
"Africa","Benin",1997,53.4,"women",22.6,129,4.34,51,178,100,3196.075,2.9762531893375
"Asia","Bhutan",1997,58,"women",21.6,125,4.49,4.53,2.46,9.6,269.871,2.05956320317669
"Europe","Bosnia and Herzegovina",1997,70,"women",25.4,133,4.72,271,81.7,189,1904.836,-0.749109140048549
"Africa","Botswana",1997,49.7,"women",25.1,132,4.74,31.6,16.4,18.2,797.787,2.23451015569937
"Americas","Brazil",1997,64.8,"women",25,128,4.89,5680,2350,4960,84281.598,1.61492937588866
"Europe","Bulgaria",1997,67.5,"women",25.2,131,5.18,540,288,784,4200.545,-0.869638067727941
"Africa","Burkina Faso",1997,48.2,"women",20.7,128,4.17,65.9,293,217,5435.867,2.77580882626815
"Africa","Burundi",1997,48.5,"women",20.5,131,4.22,43.7,110,158,3127.093,0.936515821578458
"Asia","Cambodia",1997,54,"women",20.6,117,4.38,287,128,356,5808.469,2.83710469646825
"Africa","Cameroon",1997,48.6,"women",23.2,125,4.43,163,477,264,7205.067,2.67331464853135
"Americas","Canada",1997,75.7,"women",25.8,122,5.35,6880,401,2090,15017.2,0.957561346347329
"Africa","Central African Republic",1997,43.6,"women",21,129,4.38,49.5,67.6,100,1720.193,2.54589308047876
"Africa","Chad",1997,46.4,"women",20.6,126,4.24,50.9,183,121,3772.452,3.44551293037378
"Americas","Chile",1997,72.9,"women",26.4,127,5.14,626,284,1040,7513.445,1.35022664523505
"Asia","China",1997,69.1,"women",22.4,123,4.34,1e+05,88600,119000,614526.881,0.830366144691167
"Americas","Colombia",1997,66.2,"women",25.5,124,5.07,1110,684,1920,19208.736,1.80021762619553
"Africa","Comoros",1997,57.6,"women",21.9,130,4.44,2.91,6.37,5.68,249.648,2.69523151347615
"Americas","Costa Rica",1997,74.6,"women",25.7,122,4.87,69.2,64.3,229,1850.436,2.42700335992118
"Europe","Croatia",1997,70.7,"women",24.6,132,5.17,529,169,549,2344.522,-0.826711267790319
"Americas","Cuba",1997,74,"women",25.1,125,4.79,1010,301,272,5499.384,0.540989393931367
