Year,Continent,Sub Region,Country,GDP per Capita,GDP per Capita (Grouped),Life Expectancy,Life Expectancy (Grouped),C02 Emissions per Person (Tonnes),Child Mortality Rate (per 1000 births)
2001,Africa,Northern Africa,Egypt,7510,>= 5000 and <20000,69.7,>60,1.76,44.2
2001,Africa,Northern Africa,Libya,21200,>= 20000 and <40000,74.6,>60,8.84,27.3
2001,Africa,Northern Africa,Morocco,4750,<5000,71.2,>60,1.29,47.7
2001,Africa,Northern Africa,Sudan,2370,<5000,63.2,>60,0.228,101
2001,Africa,Northern Africa,Tunisia,7790,>= 5000 and <20000,75.3,>60,2.13,29.6
2002,Africa,Northern Africa,Algeria,10800,>= 5000 and <20000,74.4,>60,2.81,37.8
2002,Africa,Northern Africa,Egypt,7540,>= 5000 and <20000,69.8,>60,1.75,41.8
2002,Africa,Northern Africa,Libya,20700,>= 20000 and <40000,74.7,>60,8.65,26.5
2002,Africa,Northern Africa,Morocco,4840,<5000,71.5,>60,1.3,45.7
2002,Africa,Northern Africa,Sudan,2450,<5000,63.7,>60,0.283,98
2002,Africa,Northern Africa,Tunisia,7830,>= 5000 and <20000,75.4,>60,2.11,27.7
2003,Africa,Northern Africa,Algeria,11500,>= 5000 and <20000,74.5,>60,2.83,36.5
2003,Africa,Northern Africa,Egypt,7640,>= 5000 and <20000,69.9,>60,2,39.7
2003,Africa,Northern Africa,Libya,23000,>= 20000 and <40000,74.8,>60,8.75,25.5
2003,Africa,Northern Africa,Morocco,5070,>= 5000 and <20000,71.7,>60,1.26,43.9
2003,Africa,Northern Africa,Sudan,2570,<5000,63.8,>60,0.308,94.8
2003,Africa,Northern Africa,Tunisia,8140,>= 5000 and <20000,75.6,>60,2.14,26
2004,Africa,Northern Africa,Algeria,11800,>= 5000 and <20000,75.1,>60,2.7,35.1
2004,Africa,Northern Africa,Egypt,7800,>= 5000 and <20000,70.1,>60,2,37.8
2004,Africa,Northern Africa,Libya,23600,>= 20000 and <40000,75,>60,8.83,24.4
2004,Africa,Northern Africa,Morocco,5250,>= 5000 and <20000,71.9,>60,1.44,42.1
2004,Africa,Northern Africa,Sudan,2590,<5000,64.1,>60,0.38,91.7
2004,Africa,Northern Africa,Tunisia,8580,>= 5000 and <20000,75.8,>60,2.23,24.5
2005,Africa,Northern Africa,Algeria,12300,>= 5000 and <20000,75.4,>60,3.22,33.5
2005,Africa,Northern Africa,Egypt,8000,>= 5000 and <20000,70.3,>60,2.18,36.1
2005,Africa,Northern Africa,Libya,26000,>= 20000 and <40000,75.2,>60,9,23.1
2005,Africa,Northern Africa,Morocco,5360,>= 5000 and <20000,72.2,>60,1.5,40.5
2005,Africa,Northern Africa,Sudan,2710,<5000,64.9,>60,0.355,88.8
2005,Africa,Northern Africa,Tunisia,8800,>= 5000 and <20000,76.1,>60,2.24,23
2006,Africa,Northern Africa,Algeria,12300,>= 5000 and <20000,75.6,>60,2.99,32.1
2006,Africa,Northern Africa,Egypt,8400,>= 5000 and <20000,70.3,>60,2.28,34.6
2006,Africa,Northern Africa,Libya,27300,>= 20000 and <40000,75.4,>60,9.06,21.7
2006,Africa,Northern Africa,Morocco,5700,>= 5000 and <20000,72.5,>60,1.54,38.9
2006,Africa,Northern Africa,Sudan,2910,<5000,65.2,>60,0.38,86
2006,Africa,Northern Africa,Tunisia,9180,>= 5000 and <20000,76.2,>60,2.25,21.7
2007,Africa,Northern Africa,Algeria,12600,>= 5000 and <20000,75.9,>60,3.19,30.7
2007,Africa,Northern Africa,Egypt,8840,>= 5000 and <20000,70.5,>60,2.38,33.1
2007,Africa,Northern Africa,Libya,28600,>= 20000 and <40000,75.6,>60,8.37,20.2
2007,Africa,Northern Africa,Morocco,5830,>= 5000 and <20000,72.7,>60,1.61,37.5
2007,Africa,Northern Africa,Sudan,3160,<5000,65.6,>60,0.438,83.5
2007,Africa,Northern Africa,Tunisia,9700,>= 5000 and <20000,76.4,>60,2.34,20.5
2008,Africa,Northern Africa,Algeria,12700,>= 5000 and <20000,76.1,>60,3.16,29.4
2008,Africa,Northern Africa,Egypt,9310,>= 5000 and <20000,70.5,>60,2.45,31.7
2008,Africa,Northern Africa,Libya,29000,>= 20000 and <40000,75.7,>60,9.25,18.8
2008,Africa,Northern Africa,Morocco,6110,>= 5000 and <20000,73,>60,1.67,36.1
2008,Africa,Northern Africa,Sudan,3320,<5000,65.9,>60,0.453,81
2008,Africa,Northern Africa,Tunisia,10000,>= 5000 and <20000,76.6,>60,2.39,19.4
2009,Africa,Northern Africa,Algeria,12600,>= 5000 and <20000,76.3,>60,3.42,28.3
2009,Africa,Northern Africa,Egypt,9560,>= 5000 and <20000,70.4,>60,2.51,30.4
2009,Africa,Northern Africa,Libya,28400,>= 20000 and <40000,75.9,>60,9.47,17.6
2009,Africa,Northern Africa,Morocco,6290,>= 5000 and <20000,73.3,>60,1.64,34.8
2009,Africa,Northern Africa,Sudan,3340,<5000,66.1,>60,0.462,78.8
2009,Africa,Northern Africa,Tunisia,10200,>= 5000 and <20000,76.7,>60,2.36,18.3
2010,Africa,Northern Africa,Algeria,12900,>= 5000 and <20000,76.5,>60,3.3,27.3
2010,Africa,Northern Africa,Egypt,9860,>= 5000 and <20000,70.5,>60,2.41,29.1
2010,Africa,Northern Africa,Libya,29600,>= 20000 and <40000,76.1,>60,10,16.6
2010,Africa,Northern Africa,Morocco,6440,>= 5000 and <20000,73.5,>60,1.73,33.5
2010,Africa,Northern Africa,Sudan,3370,<5000,66.3,>60,0.464,76.7
2010,Africa,Northern Africa,Tunisia,10400,>= 5000 and <20000,76.9,>60,2.6,17.4
2011,Africa,Northern Africa,Algeria,13000,>= 5000 and <20000,76.7,>60,3.29,26.6
2011,Africa,Northern Africa,Egypt,9820,>= 5000 and <20000,70.9,>60,2.53,27.9
2011,Africa,Northern Africa,Libya,11200,>= 5000 and <20000,61,>60,6.41,17.5
2011,Africa,Northern Africa,Morocco,6690,>= 5000 and <20000,73.8,>60,1.76,32.3
2011,Africa,Northern Africa,Sudan,3630,<5000,66.5,>60,0.445,74.7
2011,Africa,Northern Africa,Tunisia,10100,>= 5000 and <20000,77,>60,2.42,16.5
2012,Africa,Northern Africa,Algeria,13200,>= 5000 and <20000,76.8,>60,3.46,26.1
2012,Africa,Northern Africa,Egypt,9820,>= 5000 and <20000,71,>60,2.47,26.7
2012,Africa,Northern Africa,Libya,22900,>= 20000 and <40000,75.5,>60,8.5,15.1
2012,Africa,Northern Africa,Morocco,6790,>= 5000 and <20000,74.1,>60,1.88,31.2
2012,Africa,Northern Africa,Sudan,4100,<5000,66.8,>60,0.407,72.8
2012,Africa,Northern Africa,Tunisia,10400,>= 5000 and <20000,77.1,>60,2.48,15.8
2013,Africa,Northern Africa,Algeria,13300,>= 5000 and <20000,77,>60,3.51,25.8
2013,Africa,Northern Africa,Egypt,9810,>= 5000 and <20000,71.5,>60,2.38,25.6
2013,Africa,Northern Africa,Libya,19900,>= 5000 and <20000,76,>60,9.08,14.5
2013,Africa,Northern Africa,Morocco,7000,>= 5000 and <20000,74.3,>60,1.75,30.1
2013,Africa,Northern Africa,Sudan,4180,<5000,67,>60,0.42,70.9
2013,Africa,Northern Africa,Tunisia,10600,>= 5000 and <20000,77.2,>60,2.51,15.2
2014,Africa,Northern Africa,Algeria,13500,>= 5000 and <20000,77.1,>60,3.72,25.6
2014,Africa,Northern Africa,Egypt,9880,>= 5000 and <20000,71.8,>60,2.2,24.7
2014,Africa,Northern Africa,Libya,15100,>= 5000 and <20000,74.4,>60,9.19,13.9
2014,Africa,Northern Africa,Morocco,7070,>= 5000 and <20000,74.6,>60,1.74,29
2014,Africa,Northern Africa,Sudan,4190,<5000,67.6,>60,0.407,69
2014,Africa,Northern Africa,Tunisia,10800,>= 5000 and <20000,77.3,>60,2.59,14.6
1977,Africa,Southern Africa,Botswana,3310,<5000,60.4,>60,0.876,85.5
1978,Africa,Southern Africa,Botswana,3750,<5000,60.8,>60,0.897,80.7
1979,Africa,Southern Africa,Botswana,3940,<5000,61.2,>60,0.977,76.1
1980,Africa,Southern Africa,Botswana,4310,<5000,61.6,>60,0.985,71.9
1981,Africa,Southern Africa,Botswana,4540,<5000,62.1,>60,0.971,68
1981,Africa,Southern Africa,South Africa,11400,>= 5000 and <20000,60.1,>60,8.43,85.7
1982,Africa,Southern Africa,Botswana,4700,<5000,62.5,>60,1.02,64.4
1982,Africa,Southern Africa,South Africa,11000,>= 5000 and <20000,60.4,>60,8.96,81.4
1983,Africa,Southern Africa,Botswana,5250,>= 5000 and <20000,63,>60,0.925,61.1
1983,Africa,Southern Africa,Namibia,6490,>= 5000 and <20000,60.2,>60,,93.1
1983,Africa,Southern Africa,South Africa,10500,>= 5000 and <20000,60.7,>60,9.09,77.5
1984,Africa,Southern Africa,Botswana,5630,>= 5000 and <20000,63.4,>60,0.908,58.3
1984,Africa,Southern Africa,Namibia,6220,>= 5000 and <20000,60.6,>60,,90
1984,Africa,Southern Africa,South Africa,10700,>= 5000 and <20000,61.3,>60,9.59,73.8
1985,Africa,Southern Africa,Botswana,5850,>= 5000 and <20000,63.9,>60,0.974,55.8
1985,Africa,Southern Africa,Namibia,6070,>= 5000 and <20000,60.9,>60,,86.7
1985,Africa,Southern Africa,South Africa,10200,>= 5000 and <20000,61.9,>60,9.61,70.4
1985,Africa,Southern Africa,Swaziland,5450,>= 5000 and <20000,60.1,>60,0.624,86.2
1986,Africa,Southern Africa,Botswana,6090,>= 5000 and <20000,64.3,>60,0.87,53.9
1986,Africa,Southern Africa,Namibia,6080,>= 5000 and <20000,61.2,>60,,83.2
1986,Africa,Southern Africa,South Africa,10000,>= 5000 and <20000,62.3,>60,9.59,67.2
1986,Africa,Southern Africa,Swaziland,5460,>= 5000 and <20000,60.6,>60,0.624,80.4
1987,Africa,Southern Africa,Botswana,6420,>= 5000 and <20000,64.7,>60,0.98,52.5
1987,Africa,Southern Africa,Lesotho,1190,<5000,60.1,>60,,96.1
1987,Africa,Southern Africa,Namibia,6070,>= 5000 and <20000,61.5,>60,,79.9
1987,Africa,Southern Africa,South Africa,10000,>= 5000 and <20000,62.9,>60,9.34,64.4
1987,Africa,Southern Africa,Swaziland,5720,>= 5000 and <20000,61.1,>60,0.569,75.4
1988,Africa,Southern Africa,Botswana,7200,>= 5000 and <20000,64.8,>60,1,52
1988,Africa,Southern Africa,Lesotho,1270,<5000,60.3,>60,,94
1988,Africa,Southern Africa,Namibia,5960,>= 5000 and <20000,61.5,>60,,76.7
1988,Africa,Southern Africa,South Africa,10200,>= 5000 and <20000,63.6,>60,9.54,61.7
1988,Africa,Southern Africa,Swaziland,5340,>= 5000 and <20000,61.5,>60,0.545,71.1
1989,Africa,Southern Africa,Botswana,7890,>= 5000 and <20000,64.8,>60,1.07,52.4
1989,Africa,Southern Africa,Lesotho,1320,<5000,60.4,>60,,92.4
1989,Africa,Southern Africa,Namibia,6120,>= 5000 and <20000,61.6,>60,,73.8
1989,Africa,Southern Africa,South Africa,10200,>= 5000 and <20000,64.1,>60,9.28,59.4
1989,Africa,Southern Africa,Swaziland,5460,>= 5000 and <20000,61.9,>60,0.524,67.9
1990,Africa,Southern Africa,Botswana,8110,>= 5000 and <20000,64.4,>60,1.96,53.9
1990,Africa,Southern Africa,Lesotho,1380,<5000,60.4,>60,0.919,91.3
1990,Africa,Southern Africa,Namibia,5720,>= 5000 and <20000,61.5,>60,,71.3
1990,Africa,Southern Africa,South Africa,9900,>= 5000 and <20000,64.4,>60,8.34,57.4
1990,Africa,Southern Africa,Swaziland,5380,>= 5000 and <20000,62.2,>60,0.494,65.8
1991,Africa,Southern Africa,Botswana,8480,>= 5000 and <20000,63.7,>60,1.86,56.5
1991,Africa,Southern Africa,Lesotho,1450,<5000,60.4,>60,0.936,90.7
1991,Africa,Southern Africa,Namibia,5970,>= 5000 and <20000,61.7,>60,0.721,69.2
1991,Africa,Southern Africa,South Africa,9560,>= 5000 and <20000,64.7,>60,8.49,55.9
1991,Africa,Southern Africa,Swaziland,5320,>= 5000 and <20000,62.3,>60,0.369,65.4
1992,Africa,Southern Africa,Botswana,8490,>= 5000 and <20000,62.4,>60,1.91,59.7
1992,Africa,Southern Africa,Namibia,6200,>= 5000 and <20000,61.6,>60,0.761,67.7
1992,Africa,Southern Africa,South Africa,9130,>= 5000 and <20000,64.5,>60,7.66,55.1
1992,Africa,Southern Africa,Swaziland,5370,>= 5000 and <20000,62.3,>60,0.291,66.9
1993,Africa,Southern Africa,Botswana,8430,>= 5000 and <20000,60.8,>60,2.14,63.5
1993,Africa,Southern Africa,Namibia,5920,>= 5000 and <20000,61.4,>60,0.891,67
1993,Africa,Southern Africa,South Africa,9010,>= 5000 and <20000,65,>60,7.97,55
1993,Africa,Southern Africa,Swaziland,5430,>= 5000 and <20000,62.3,>60,0.143,70.7
1994,Africa,Southern Africa,Namibia,5850,>= 5000 and <20000,60.6,>60,0.986,67
1994,Africa,Southern Africa,South Africa,9090,>= 5000 and <20000,64.6,>60,8.23,55.7
1994,Africa,Southern Africa,Swaziland,5460,>= 5000 and <20000,61.3,>60,0.514,76.5
1995,Africa,Southern Africa,South Africa,9180,>= 5000 and <20000,64.3,>60,8.61,57.2
1996,Africa,Southern Africa,South Africa,9400,>= 5000 and <20000,62.9,>60,8.49,59.1
1997,Africa,Southern Africa,South Africa,9480,>= 5000 and <20000,61,>60,8.84,61.1
2011,Africa,Southern Africa,Namibia,8720,>= 5000 and <20000,60.1,>60,1.28,54
2012,Africa,Southern Africa,Botswana,14200,>= 5000 and <20000,60.5,>60,2.03,49.4
2012,Africa,Southern Africa,Namibia,8970,>= 5000 and <20000,61.7,>60,1.5,53.4
2013,Africa,Southern Africa,Botswana,15600,>= 5000 and <20000,62.4,>60,2.46,46.3
2013,Africa,Southern Africa,Namibia,9260,>= 5000 and <20000,62.7,>60,1.14,50.6
2014,Africa,Southern Africa,Botswana,15900,>= 5000 and <20000,63.7,>60,3.24,44.6
2014,Africa,Southern Africa,Namibia,9630,>= 5000 and <20000,63.7,>60,1.58,48.4
2014,Africa,Southern Africa,South Africa,12500,>= 5000 and <20000,60.6,>60,8.98,44.5
1984,Africa,Western Africa,Gambia,1490,<5000,60.1,>60,0.246,209
1985,Africa,Western Africa,Gambia,1320,<5000,60.4,>60,0.235,202
1986,Africa,Western Africa,Gambia,1350,<5000,60.6,>60,0.21,195
1987,Africa,Western Africa,Gambia,1370,<5000,60.9,>60,0.223,187
1988,Africa,Western Africa,Gambia,1460,<5000,61.1,>60,0.217,180
1988,Africa,Western Africa,Mauritania,2870,<5000,60.3,>60,1.68,123
1989,Africa,Western Africa,Gambia,1510,<5000,61.3,>60,0.204,174
1990,Africa,Western Africa,Gambia,1520,<5000,61.6,>60,0.192,168
1991,Africa,Western Africa,Gambia,1510,<5000,61.8,>60,0.189,162
1991,Africa,Western Africa,Mauritania,2780,<5000,60.6,>60,0.441,115
1992,Africa,Western Africa,Gambia,1510,<5000,62,>60,0.183,156
1992,Africa,Western Africa,Mauritania,2760,<5000,60.9,>60,0.452,114
1993,Africa,Western Africa,Gambia,1510,<5000,62.3,>60,0.185,151
1993,Africa,Western Africa,Mauritania,2840,<5000,61.2,>60,0.447,113
1994,Africa,Western Africa,Gambia,1480,<5000,62.5,>60,0.18,145
1994,Africa,Western Africa,Mauritania,2680,<5000,61.2,>60,0.506,113
1995,Africa,Western Africa,Gambia,1450,<5000,62.7,>60,0.186,140
1995,Africa,Western Africa,Mauritania,2860,<5000,61.6,>60,0.462,113
1996,Africa,Western Africa,Gambia,1440,<5000,62.9,>60,0.181,135
1996,Africa,Western Africa,Mauritania,2940,<5000,61.8,>60,0.465,113
1997,Africa,Western Africa,Gambia,1470,<5000,62.8,>60,0.176,130
1997,Africa,Western Africa,Mauritania,2740,<5000,62.3,>60,0.453,113
1998,Africa,Western Africa,Gambia,1480,<5000,63.2,>60,0.183,126
1998,Africa,Western Africa,Mauritania,2730,<5000,62.7,>60,0.44,113
1999,Africa,Western Africa,Gambia,1520,<5000,63.2,>60,0.193,122
1999,Africa,Western Africa,Mauritania,2850,<5000,63.2,>60,0.437,113
2000,Africa,Western Africa,Gambia,1560,<5000,63.3,>60,0.199,117
2000,Africa,Western Africa,Mauritania,2750,<5000,63.7,>60,0.433,113
2001,Africa,Western Africa,Gambia,1600,<5000,63.6,>60,0.199,113
2001,Africa,Western Africa,Mauritania,2730,<5000,64,>60,0.456,113
2002,Africa,Western Africa,Gambia,1500,<5000,63.5,>60,0.221,109
2002,Africa,Western Africa,Mauritania,2660,<5000,64.5,>60,0.47,113
2002,Africa,Western Africa,Senegal,1910,<5000,60.2,>60,0.434,120
2003,Africa,Western Africa,Gambia,1550,<5000,64,>60,0.214,105
2003,Africa,Western Africa,Mauritania,2740,<5000,65,>60,0.47,112
2003,Africa,Western Africa,Senegal,1980,<5000,61,>60,0.466,111
2004,Africa,Western Africa,Gambia,1610,<5000,64.3,>60,0.21,101
2004,Africa,Western Africa,Mauritania,2820,<5000,65.3,>60,0.505,111
2004,Africa,Western Africa,Senegal,2050,<5000,61.4,>60,0.478,103
2005,Africa,Western Africa,Gambia,1540,<5000,64.3,>60,0.203,96.6
2005,Africa,Western Africa,Ghana,2540,<5000,60.1,>60,0.325,86.9
2005,Africa,Western Africa,Mauritania,2990,<5000,65.7,>60,0.507,109
2005,Africa,Western Africa,Senegal,2100,<5000,61.7,>60,0.517,95.5
2006,Africa,Western Africa,Gambia,1510,<5000,64.5,>60,0.207,92.9
2006,Africa,Western Africa,Ghana,2630,<5000,60.5,>60,0.423,84.9
2006,Africa,Western Africa,Mauritania,3450,<5000,66.4,>60,0.5,107
2006,Africa,Western Africa,Senegal,2100,<5000,62.1,>60,0.409,88.4
2007,Africa,Western Africa,Benin,1810,<5000,60.3,>60,0.532,118
2007,Africa,Western Africa,Gambia,1520,<5000,64.5,>60,0.229,89.4
2007,Africa,Western Africa,Ghana,2680,<5000,60.8,>60,0.433,82.7
2007,Africa,Western Africa,Mauritania,3450,<5000,66.9,>60,0.557,105
2007,Africa,Western Africa,Senegal,2140,<5000,62.7,>60,0.436,82
2008,Africa,Western Africa,Benin,1840,<5000,60.8,>60,0.507,116
2008,Africa,Western Africa,Gambia,1560,<5000,64.9,>60,0.231,86.2
2008,Africa,Western Africa,Ghana,2850,<5000,61.3,>60,0.392,80.4
2008,Africa,Western Africa,Mauritania,3390,<5000,67.4,>60,0.568,103
2008,Africa,Western Africa,Senegal,2160,<5000,63.2,>60,0.417,76.4
2009,Africa,Western Africa,Benin,1830,<5000,61.4,>60,0.521,113
2009,Africa,Western Africa,Gambia,1600,<5000,65.1,>60,0.233,83.2
2009,Africa,Western Africa,Ghana,2910,<5000,61.7,>60,0.322,77.6
2009,Africa,Western Africa,Liberia,683,<5000,60.3,>60,0.136,94.6
2009,Africa,Western Africa,Mauritania,3260,<5000,67.8,>60,0.606,100
2009,Africa,Western Africa,Senegal,2150,<5000,63.6,>60,0.365,71.3
2010,Africa,Western Africa,Benin,1820,<5000,61.8,>60,0.553,111
2010,Africa,Western Africa,Gambia,1660,<5000,65.5,>60,0.256,80.3
2010,Africa,Western Africa,Ghana,3060,<5000,62.2,>60,0.406,74.7
2010,Africa,Western Africa,Liberia,700,<5000,60.8,>60,0.201,89.3
2010,Africa,Western Africa,Mauritania,3320,<5000,68.2,>60,0.62,97.4
2010,Africa,Western Africa,Nigeria,5150,>= 5000 and <20000,60.5,>60,0.577,130
2010,Africa,Western Africa,Senegal,2180,<5000,64,>60,0.6,66.8
2011,Africa,Western Africa,Benin,1820,<5000,62.2,>60,0.56,109
2011,Africa,Western Africa,Gambia,1540,<5000,66,>60,0.256,77.4
2011,Africa,Western Africa,Ghana,3400,<5000,62.9,>60,0.391,71.7
2011,Africa,Western Africa,Liberia,734,<5000,61.4,>60,0.219,84.6
2011,Africa,Western Africa,Mauritania,3370,<5000,68.6,>60,0.644,94.6
2011,Africa,Western Africa,Nigeria,5260,>= 5000 and <20000,61.3,>60,0.588,125
2011,Africa,Western Africa,Senegal,2160,<5000,64.4,>60,0.629,62.6
2012,Africa,Western Africa,Benin,1860,<5000,62.6,>60,0.562,107
2012,Africa,Western Africa,Gambia,1580,<5000,66.3,>60,0.252,74.8
2012,Africa,Western Africa,Ghana,3630,<5000,63.7,>60,0.462,68.7
2012,Africa,Western Africa,Liberia,772,<5000,62.1,>60,0.246,80.2
2012,Africa,Western Africa,Mali,1810,<5000,60.3,>60,0.0621,127
2012,Africa,Western Africa,Mauritania,3460,<5000,69,>60,0.693,91.9
2012,Africa,Western Africa,Nigeria,5340,>= 5000 and <20000,62,>60,0.589,120
2012,Africa,Western Africa,Senegal,2180,<5000,64.8,>60,0.577,58.9
2012,Africa,Western Africa,Togo,1260,<5000,60.4,>60,0.362,85.3
2013,Africa,Western Africa,Benin,1940,<5000,63,>60,0.581,105
2013,Africa,Western Africa,Gambia,1600,<5000,66.5,>60,0.233,72.1
2013,Africa,Western Africa,Ghana,3810,<5000,64.3,>60,0.555,66
2013,Africa,Western Africa,Liberia,819,<5000,62.7,>60,0.223,76.4
2013,Africa,Western Africa,Mali,1790,<5000,60.5,>60,0.0623,122
2013,Africa,Western Africa,Mauritania,3570,<5000,69.3,>60,0.676,89.4
2013,Africa,Western Africa,Niger,874,<5000,60.3,>60,0.105,104
2013,Africa,Western Africa,Nigeria,5480,>= 5000 and <20000,62.5,>60,0.571,116
2013,Africa,Western Africa,Senegal,2190,<5000,65.1,>60,0.597,55.5
2013,Africa,Western Africa,Togo,1280,<5000,60.9,>60,0.377,82.9
2014,Africa,Western Africa,Benin,2000,<5000,63.4,>60,0.614,103
2014,Africa,Western Africa,Gambia,1560,<5000,66.7,>60,0.268,69.9
2014,Africa,Western Africa,Ghana,3870,<5000,64.9,>60,0.537,63.4
2014,Africa,Western Africa,Mali,1870,<5000,60.9,>60,0.0832,118
2014,Africa,Western Africa,Mauritania,3660,<5000,69.6,>60,0.667,86.7
2014,Africa,Western Africa,Niger,900,<5000,60.8,>60,0.111,99.2
2014,Africa,Western Africa,Nigeria,5670,>= 5000 and <20000,63,>60,0.546,112
2014,Africa,Western Africa,Senegal,2220,<5000,65.5,>60,0.609,52.3
2014,Africa,Western Africa,Togo,1320,<5000,61.5,>60,0.363,80.4
1966,Africa,Eastern Africa,Comoros,1420,<5000,49,>=40 and < 50,0.0867,255
1966,Africa,Eastern Africa,Eritrea,1040,<5000,43.5,>=40 and < 50,,250
1966,Africa,Eastern Africa,Ethiopia,746,<5000,40.7,>=40 and < 50,0.0322,244
1966,Africa,Eastern Africa,Madagascar,2210,<5000,48.3,>=40 and < 50,0.0979,210
1966,Africa,Eastern Africa,Malawi,579,<5000,41.8,>=40 and < 50,0.103,349
1966,Africa,Eastern Africa,Mozambique,481,<5000,45.2,>=40 and < 50,0.254,268
1966,Africa,Eastern Africa,Rwanda,553,<5000,45.9,>=40 and < 50,0.0133,211
1966,Africa,Eastern Africa,Somalia,1160,<5000,47.5,>=40 and < 50,0.0443,249
1966,Africa,Eastern Africa,South Sudan,2320,<5000,46.4,>=40 and < 50,,340
1966,Africa,Eastern Africa,Uganda,1010,<5000,48.8,>=40 and < 50,0.0884,199
1967,Africa,Eastern Africa,Burundi,681,<5000,44.1,>=40 and < 50,0.0147,245
1967,Africa,Eastern Africa,Comoros,1530,<5000,49.5,>=40 and < 50,0.0849,244
1967,Africa,Eastern Africa,Eritrea,1090,<5000,44,>=40 and < 50,,246
1967,Africa,Eastern Africa,Ethiopia,777,<5000,42.8,>=40 and < 50,0.0409,244
1967,Africa,Eastern Africa,Madagascar,2290,<5000,48.9,>=40 and < 50,0.139,205
1967,Africa,Eastern Africa,Malawi,621,<5000,42.2,>=40 and < 50,0.086,348
1967,Africa,Eastern Africa,Mozambique,501,<5000,45.8,>=40 and < 50,0.219,269
1967,Africa,Eastern Africa,Rwanda,577,<5000,46.1,>=40 and < 50,0.0118,212
1967,Africa,Eastern Africa,Somalia,1200,<5000,48.1,>=40 and < 50,0.0704,245
1967,Africa,Eastern Africa,South Sudan,2190,<5000,47.1,>=40 and < 50,,337
1967,Africa,Eastern Africa,Uganda,1030,<5000,49.3,>=40 and < 50,0.0945,195
1968,Africa,Eastern Africa,Burundi,661,<5000,44.4,>=40 and < 50,0.0166,246
1968,Africa,Eastern Africa,Eritrea,1120,<5000,44.4,>=40 and < 50,,241
1968,Africa,Eastern Africa,Ethiopia,799,<5000,43.1,>=40 and < 50,0.0641,244
1968,Africa,Eastern Africa,Madagascar,2390,<5000,49.5,>=40 and < 50,0.146,200
1968,Africa,Eastern Africa,Malawi,600,<5000,42.6,>=40 and < 50,0.0889,346
1968,Africa,Eastern Africa,Mozambique,544,<5000,46.3,>=40 and < 50,0.317,269
1968,Africa,Eastern Africa,Rwanda,600,<5000,46.3,>=40 and < 50,0.0156,215
1968,Africa,Eastern Africa,Somalia,1190,<5000,48.7,>=40 and < 50,0.0465,242
1968,Africa,Eastern Africa,South Sudan,2270,<5000,47.8,>=40 and < 50,,334
1968,Africa,Eastern Africa,Uganda,1030,<5000,49.7,>=40 and < 50,0.111,190
1969,Africa,Eastern Africa,Burundi,643,<5000,44.5,>=40 and < 50,0.0216,246
1969,Africa,Eastern Africa,Eritrea,1130,<5000,44.9,>=40 and < 50,,237
1969,Africa,Eastern Africa,Ethiopia,809,<5000,43.4,>=40 and < 50,0.0603,243
1969,Africa,Eastern Africa,Malawi,624,<5000,43,>=40 and < 50,0.085,343
1969,Africa,Eastern Africa,Mozambique,594,<5000,46.9,>=40 and < 50,0.362,269
1969,Africa,Eastern Africa,Rwanda,647,<5000,46.5,>=40 and < 50,0.0161,218
1969,Africa,Eastern Africa,Somalia,1020,<5000,49.2,>=40 and < 50,0.0476,239
1969,Africa,Eastern Africa,South Sudan,2360,<5000,48.5,>=40 and < 50,,331
1970,Africa,Eastern Africa,Burundi,802,<5000,44.7,>=40 and < 50,0.018,247
1970,Africa,Eastern Africa,Eritrea,1090,<5000,45.3,>=40 and < 50,,232
1970,Africa,Eastern Africa,Ethiopia,778,<5000,43.7,>=40 and < 50,0.0582,243
1970,Africa,Eastern Africa,Malawi,620,<5000,43.5,>=40 and < 50,0.0988,339
