Name,Platform,Release Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft,0.33,0.12,0,0.01,0.46
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Other,0.33,0.12,0,0.01,0.46
Mega Man Star Force 3: Black Ace / Red Joker,DS,2008,Action,Capcom,0.22,0,0.22,0.02,0.46
Bomberman Hero,N64,1998,Platform,Nintendo,0.27,0.06,0.08,0.05,0.46
World Series of Poker,PS2,2005,Misc,Activision,0.39,0.01,0,0.06,0.46
Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.46
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.05,0,0.05,0.46
Gremlins,2600,1983,Action,Atari,0.43,0.03,0,0,0.46
Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.3,0.01,0.12,0.03,0.46
Disney Guilty Party,Wii,2010,Misc,Other,0.43,0,0,0.03,0.46
NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0,0,0.04,0.46
The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0,0.04,0.46
Walk it Out!,Wii,2010,Sports,Other,0.36,0.06,0,0.04,0.46
Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Other,0.29,0.13,0,0.04,0.46
Rygar: The Legendary Adventure,PS2,2002,Action,Other,0.2,0.15,0.06,0.05,0.46
ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,0.37,0.04,0,0.05,0.46
MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.35,0.06,0,0.05,0.46
Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,0.23,0.14,0,0.09,0.46
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0,0.09,0.46
Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0.36,0.09,0,0.01,0.46
Dead or Alive 4,X360,2005,Fighting,Other,0.3,0.03,0.1,0.03,0.46
The Princess and the Frog,Wii,2009,Platform,Other,0.29,0.13,0,0.04,0.46
50 Cent: Bulletproof,XB,2005,Action,Other,0.33,0.1,0,0.02,0.45
The Godfather (US sales),XB,2006,Action,Electronic Arts,0.33,0.1,0,0.02,0.45
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,Other,0.33,0.1,0,0.02,0.45
Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Other,0.25,0.17,0,0.03,0.45
Independence Day,PS,1997,Shooter,Other,0.25,0.17,0,0.03,0.45
Ms. Pac-Man Maze Madness,PS,2000,Puzzle,Namco Bandai,0.25,0.17,0,0.03,0.45
NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0,0.03,0.45
Vandal Hearts,PS,1996,Role-Playing,Other,0.14,0.09,0.19,0.03,0.45
NCAA Gamebreaker 99,PS,1998,Sports,Other,0.25,0.17,0,0.03,0.45
Apocalypse,PS,1998,Action,Activision,0.25,0.17,0,0.03,0.45
Missile Command,PS,1999,Shooter,Atari,0.25,0.17,0,0.03,0.45
Walt Disney World Quest: Magical Racing Tour,PS,2000,Racing,Other,0.25,0.17,0,0.03,0.45
NBA Live 10,X360,2009,Sports,Electronic Arts,0.4,0.02,0,0.03,0.45
Warhawk,PS,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0,0.03,0.45
Bloody Roar II,PS,1999,Fighting,Other,0.25,0.17,0,0.03,0.45
Star Wars: Demolition,PS,2000,Racing,Activision,0.25,0.17,0,0.03,0.45
The Thing,PS2,2002,Adventure,Other,0.22,0.17,0,0.06,0.45
Spawn: Armageddon,PS2,2003,Action,Electronic Arts,0.22,0.17,0,0.06,0.45
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Misc,Other,0.22,0.17,0,0.06,0.45
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Other,0.22,0.17,0,0.06,0.45
Van Helsing,PS2,2004,Action,Activision,0.22,0.17,0,0.06,0.45
Fatal Fury 2,SNES,1993,Fighting,Other,0,0,0.45,0,0.45
J-League Excite Stage '95,SNES,1995,Sports,Other,0,0,0.45,0,0.45
Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Sports,Other,0,0,0.45,0,0.45
World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Sports,Other,0,0,0.45,0,0.45
Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Sports,Other,0,0,0.45,0,0.45
Tales of Vesperia,PS3,2009,Role-Playing,Namco Bandai,0,0,0.45,0,0.45
Rampage World Tour,N64,1998,Action,Other,0.36,0.08,0,0.01,0.45
Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,0.36,0.08,0,0.01,0.45
Tekken Advance,GBA,2001,Fighting,Other,0.32,0.12,0,0.01,0.45
Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Misc,Other,0.32,0.12,0,0.01,0.45
Hot Wheels: Stunt Track Challenge,GBA,2004,Racing,THQ,0.32,0.12,0,0.01,0.45
Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,0.32,0.12,0,0.01,0.45
Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Other,0.13,0,0.31,0.01,0.45
Samurai Warriors 3,Wii,2009,Action,Nintendo,0.1,0.02,0.32,0.01,0.45
TNA iMPACT!,X360,2008,Fighting,Other,0.26,0.15,0,0.04,0.45
Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009,Action,Activision,0.27,0.14,0,0.04,0.45
Sega Rally Revo,X360,2007,Racing,Sega,0.12,0.28,0,0.05,0.45
Viking: Battle for Asgard,X360,2008,Action,Sega,0.16,0.24,0,0.05,0.45
Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.18,0.22,0,0.05,0.45
Band Hero,DS,2009,Misc,Activision,0.21,0.19,0,0.05,0.45
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,Other,0.22,0.17,0,0.06,0.45
Sled Storm,PS2,2002,Racing,Electronic Arts,0.22,0.17,0,0.06,0.45
Sphinx and the Cursed Mummy,PS2,2003,Action,THQ,0.22,0.17,0,0.06,0.45
NHL 2005,PS2,2004,Sports,Electronic Arts,0.22,0.17,0,0.06,0.45
Scooby-Doo! Mystery Mayhem,PS2,2004,Action,THQ,0.22,0.17,0,0.06,0.45
Area 51,PS2,2005,Shooter,Other,0.22,0.17,0,0.06,0.45
NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0.01,0,0.06,0.45
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.13,0.07,0.06,0.45
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.13,0,0.06,0.45
SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.26,0,0.08,0.45
Crash: Mind Over Mutant,PSP,2008,Platform,Other,0.11,0.22,0,0.12,0.45
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Other,0.22,0.03,0,0.2,0.45
Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,Other,0.09,0.02,0,0.34,0.45
SingStar Take That,PS2,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.39,0.45
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0,0.04,0.45
Hyperdimension Neptunia,PS3,2010,Role-Playing,Other,0.22,0.11,0.07,0.05,0.45
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.45
Dragon Ball Z: Sagas,PS2,2005,Fighting,Atari,0.38,0.01,0,0.06,0.45
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.45
Delta Force: Black Hawk Down,PS2,2005,Shooter,Other,0.22,0.17,0,0.06,0.45
Jak and Daxter: The Lost Frontier,PS2,2009,Platform,Sony Computer Entertainment,0.22,0.17,0,0.06,0.45
Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,Other,0.19,0.19,0,0.07,0.45
Chocobo Racing,PS,1999,Racing,Other,0.07,0.05,0.3,0.03,0.45
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.04,0.45
TouchMaster 3,DS,2009,Puzzle,Other,0.3,0.11,0,0.04,0.45
Jawbreaker,2600,1981,Action,Other,0.42,0.03,0,0,0.45
Ghostbusters,2600,1985,Puzzle,Activision,0.42,0.03,0,0,0.45
NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0,0.01,0.45
WWE Day of Reckoning,GC,2004,Fighting,THQ,0.35,0.09,0,0.01,0.45
Persona,PS,1995,Role-Playing,Other,0,0,0.42,0.03,0.45
Mobile Suit Gundam,PS,1995,Action,Namco Bandai,0,0,0.42,0.03,0.45
World Stadium 2,PS,1998,Sports,Namco Bandai,0,0,0.42,0.03,0.45
Final Fantasy Collection,PS,1999,Role-Playing,Other,0,0,0.42,0.03,0.45
Barbie as The Island Princess,Wii,2007,Adventure,Activision,0.42,0,0,0.03,0.45
The New York Times Crosswords,DS,2007,Puzzle,Other,0.42,0,0,0.03,0.45
My Fashion Studio,DS,2007,Misc,Ubisoft,0.41,0.01,0,0.03,0.45
Petz: Catz 2,Wii,2007,Simulation,Ubisoft,0.41,0.01,0,0.03,0.45
Crash: Mind Over Mutant,Wii,2008,Platform,Other,0.36,0.06,0,0.03,0.45
Brain Challenge,DS,2008,Misc,Ubisoft,0.41,0.01,0,0.03,0.45
Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,Other,0.42,0,0,0.03,0.45
Rock Band Country Track Pack,Wii,2009,Misc,Other,0.42,0,0,0.03,0.45
Discovery Kids: Kitten Corner,DS,2009,Simulation,Other,0.42,0,0,0.03,0.45
Brunswick Pro Bowling,X360,2010,Sports,Other,0.38,0.04,0,0.03,0.45
Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.3,0.11,0,0.04,0.45
PES 2009: Pro Evolution Soccer,Wii,2009,Sports,Other,0.09,0.26,0.05,0.05,0.45
American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,0.42,0,0,0.03,0.45
iCarly,Wii,2009,Adventure,Activision,0.42,0,0,0.03,0.45
Tomb Raider: Legend,PSP,2006,Action,Other,0.09,0.24,0,0.12,0.45
NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0,0.02,0.44
Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.44
NBA Jam,Wii,2010,Sports,Electronic Arts,0.38,0.03,0,0.03,0.44
TimeSplitters 2,GC,2002,Shooter,Other,0.34,0.09,0,0.01,0.44
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo,0.34,0.09,0,0.01,0.44
Wario World,GC,2003,Platform,Nintendo,0.34,0.09,0,0.01,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,0.34,0.09,0,0.01,0.44
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0,0.02,0.44
Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.24,0.17,0,0.03,0.44
Army Men World War: Final Front,PS,2001,Action,Other,0.24,0.17,0,0.03,0.44
World Soccer Winning Eleven 9,XB,2005,Sports,Other,0.06,0.33,0.02,0.03,0.44
My Spanish Coach,DS,2007,Misc,Ubisoft,0.4,0.01,0,0.03,0.44
Thrillville: Off the Rails,Wii,2007,Strategy,Other,0.39,0.02,0,0.03,0.44
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44
Yu-Gi-Oh! GX: Tag Force 2,PSP,2007,Strategy,Other,0.03,0.2,0.1,0.11,0.44
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.44
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01,0.44
Flight Control Rocket,GBA,2005,Simulation,THQ,0.31,0.12,0,0.01,0.44
Mischief Makers,N64,1997,Platform,Nintendo,0.25,0.06,0.07,0.06,0.44
TimeSplitters,PS2,2000,Shooter,Other,0.21,0.17,0,0.06,0.44
Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0,0.06,0.44
Bionicle,PS2,2003,Action,Electronic Arts,0.21,0.17,0,0.06,0.44
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai,0.21,0.17,0,0.06,0.44
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.18,0,0.07,0.44
Super Bomberman 4,SNES,1996,Puzzle,Other,0,0,0.44,0,0.44
Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0,0,0.44,0,0.44
NBA Live 2000,N64,1999,Sports,Electronic Arts,0.42,0.02,0,0,0.44
Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Sports,Other,0,0,0.44,0,0.44
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003,Misc,Namco Bandai,0,0,0.44,0,0.44
Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005,Shooter,Namco Bandai,0,0,0.44,0,0.44
Mobile Suit Gundam: One Year War,PS2,2005,Action,Namco Bandai,0,0,0.44,0,0.44
Super Robot Taisen OG: Original Generations,PS2,2007,Strategy,Other,0,0,0.44,0,0.44
Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Other,0,0,0.44,0,0.44
Duke Nukem 64,N64,1997,Shooter,Other,0.35,0.08,0,0.01,0.44
Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.35,0.08,0,0.01,0.44
Densetsu no Stafi 2,GBA,2003,Platform,Nintendo,0,0,0.43,0.01,0.44
Scooby-Doo! Mystery Mayhem,GBA,2003,Action,THQ,0.31,0.12,0,0.01,0.44
Battlebots: Design & Destroy,GBA,2003,Action,Other,0.31,0.12,0,0.01,0.44
Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Other,0,0,0.43,0.01,0.44
Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.31,0.12,0,0.01,0.44
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0,0.02,0.44
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0,0.02,0.44
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,Other,0.25,0.15,0,0.04,0.44
Sin and Punishment: Star Successor,Wii,2009,Shooter,Nintendo,0.2,0.14,0.06,0.04,0.44
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.26,0.14,0,0.04,0.44
Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,0.1,0.29,0,0.05,0.44
G-Force,Wii,2009,Action,Other,0.19,0.2,0,0.05,0.44
NFL Blitz 20-03,PS2,2002,Sports,Other,0.21,0.17,0,0.06,0.44
Jampack Volume 13 (RP-M),PS2,2005,Misc,Sony Computer Entertainment,0.37,0.01,0,0.06,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005,Misc,THQ,0.37,0.01,0,0.06,0.44
Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,0.37,0.01,0,0.06,0.44
Major League Baseball 2K6,PS2,2006,Sports,Other,0.37,0.01,0,0.06,0.44
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Other,0.19,0.07,0.12,0.06,0.44
SingStar Motown,PS2,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.38,0.44
Phoenix,2600,1981,Simulation,Atari,0.42,0.02,0,0,0.44
Defender II,2600,1987,Shooter,Atari,0.42,0.02,0,0,0.44
ATV Quad Power Racing 2,XB,2003,Racing,Other,0.36,0.07,0,0.01,0.44
Samurai Warriors: Xtreme Legends,PS2,2004,Action,Other,0.04,0.03,0.36,0.01,0.44
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Other,0.26,0.14,0,0.04,0.44
Karaoke Revolution,Wii,2009,Misc,Other,0.24,0.16,0,0.04,0.44
Worms: Open Warfare 2,PSP,2007,Strategy,THQ,0.04,0.26,0,0.14,0.44
Wheel of Fortune,DS,2010,Misc,THQ,0.41,0,0,0.03,0.44
World Stadium EX,PS,1996,Sports,Namco Bandai,0,0,0.41,0.03,0.44
Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.41,0,0,0.03,0.44
Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai,0.41,0,0,0.03,0.44
Jump Start Pet Rescue,Wii,2009,Misc,Other,0.41,0,0,0.03,0.44
Remington Great American Bird Hunt,Wii,2009,Sports,Other,0.41,0,0,0.03,0.44
Bomberman II,NES,1991,Puzzle,Other,0.16,0.03,0.15,0.1,0.44
Bee Movie Game,DS,2007,Action,Activision,0.41,0,0,0.03,0.44
NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.43
Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0,0.01,0.43
ESPN NHL 2K5,XB,2004,Sports,Other,0.32,0.09,0,0.02,0.43
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Other,0.32,0.09,0,0.02,0.43
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Other,0.23,0.02,0.16,0.02,0.43
Colony Wars,PS,1997,Simulation,Other,0.24,0.16,0,0.03,0.43
Rascal,PS,1998,Action,Other,0.24,0.16,0,0.03,0.43
The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43
Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.43
Ghost Trick: Phantom Detective,DS,2010,Adventure,Capcom,0.2,0.08,0.12,0.03,0.43
WipEout 64,N64,1998,Racing,Other,0.28,0.14,0,0.01,0.43
Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.43
Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43
SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0,0.02,0.43
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai,0.09,0.07,0.25,0.02,0.43
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43
Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Other,0.28,0.03,0.1,0.02,0.43
NHL FaceOff 99,PS,1997,Sports,Other,0.24,0.16,0,0.03,0.43
Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0,0.03,0.43
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43
Petz Bunnyz,DS,2008,Simulation,Ubisoft,0.39,0.01,0,0.03,0.43
Disney Sing It,X360,2008,Misc,Other,0.39,0.01,0,0.03,0.43
Dora the Explorer: Dora Puppy,DS,2009,Misc,Take-Two Interactive,0.39,0.01,0,0.03,0.43
"999: Nine Hours, Nine Persons, Nine Doors",DS,2009,Adventure,Other,0.37,0,0.03,0.03,0.43
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Other,0.12,0.07,0.21,0.03,0.43
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.34,0,0.07,0.43
007: Quantum of Solace,PS2,2008,Action,Activision,0.17,0,0,0.26,0.43
The Urbz: Sims in the City (all regions sales),DS,2004,Simulation,Electronic Arts,0.4,0.01,0.02,0,0.43
Master of Illusion,DS,2006,Puzzle,Nintendo,0.16,0,0.26,0.01,0.43
Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0,0,0.03,0.43
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,0.43
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07,0.43
Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.43
Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.2,0.19,0,0.04,0.43
Vanquish,X360,2010,Shooter,Sega,0.19,0.17,0.03,0.04,0.43
LEGO Rock Band,PS3,2009,Misc,Other,0.24,0.13,0,0.06,0.43
Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,Other,0.13,0.19,0,0.11,0.43
Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Other,0,0,0.43,0,0.43
NiGHTS into dreams...,SAT,1996,Platform,Sega,0,0,0.43,0,0.43
Madden NFL 2002,N64,2001,Sports,Electronic Arts,0.41,0.02,0,0,0.43
The Powerpuff Girls: Him and Seek,GBA,2002,Platform,Other,0.31,0.11,0,0.01,0.43
Backyard Baseball,GBA,2002,Sports,Atari,0.31,0.11,0,0.01,0.43
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,Other,0.31,0.11,0,0.01,0.43
Dawn of Mana,PS2,2006,Role-Playing,Other,0.07,0.05,0.29,0.02,0.43
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43
How to Train Your Dragon,Wii,2010,Action,Activision,0.24,0.15,0,0.04,0.43
Hunter: The Reckoning  Wayward,PS2,2003,Action,Other,0.21,0.16,0,0.06,0.43
EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0,0.06,0.43
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Other,0.36,0.01,0,0.06,0.43
Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0,0.08,0.43
Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0,0.12,0.43
Ghostbusters: The Video Game,PS2,2009,Action,Atari,0.15,0.04,0,0.24,0.43
Deer Drive,DS,2010,Sports,Other,0.41,0,0,0.02,0.43
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06,0.43
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0,0.06,0.43
Naughty Bear,PS3,2010,Action,Other,0.18,0.18,0,0.07,0.43
NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.33,0.03,0.04,0.03,0.43
Castlevania: Portrait of Ruin,DS,2006,Platform,Other,0.33,0.03,0.04,0.03,0.43
Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.05,0,0.03,0.43
BioShock,PC,2007,Shooter,Take-Two Interactive,0.01,0.39,0,0.02,0.42
NASCAR Racing,PS,1996,Racing,Other,0.23,0.16,0,0.03,0.42
Command & Conquer: Red Alert,PS,1997,Strategy,Other,0.23,0.16,0,0.03,0.42
Quake II,PS,1998,Shooter,Activision,0.23,0.16,0,0.03,0.42
Grudge Warriors,PS,1999,Action,Take-Two Interactive,0.23,0.16,0,0.03,0.42
Wheel of Fortune: 2nd Edition,PS,2000,Misc,Other,0.23,0.16,0,0.03,0.42
Cool Boarders 2001,PS,2000,Sports,Sony Computer Entertainment,0.23,0.16,0,0.03,0.42
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000,Sports,Other,0,0,0.39,0.03,0.42
Spore Hero,Wii,2009,Simulation,Electronic Arts,0.36,0.03,0,0.03,0.42
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42
The Sims,XB,2003,Simulation,Electronic Arts,0.31,0.1,0,0.01,0.42
Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.33,0.08,0,0.01,0.42
Star Wars Starfighter: Special Edition,XB,2001,Simulation,Other,0.3,0.1,0,0.02,0.42
Harvest Moon: Grand Bazaar,DS,2008,Simulation,Other,0.22,0.05,0.13,0.02,0.42
X-Men vs. Street Fighter,PS,1997,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42
JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,Other,0.23,0.16,0,0.03,0.42
Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03,0.42
Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Other,0,0,0.39,0.03,0.42
Mega Man Legends 2,PS,2000,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,0.42
Big Strike Bowling,PS,2003,Sports,Other,0.23,0.16,0,0.03,0.42
NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03,0.42
Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.03,0,0.03,0.42
Naruto: Ninja Council 3,DS,2006,Action,Other,0.39,0,0,0.03,0.42
Horsez,DS,2006,Simulation,Ubisoft,0.38,0.01,0,0.03,0.42
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.03,0,0.03,0.42
Solitaire Overload,DS,2007,Misc,Other,0.39,0,0,0.03,0.42
Crash: Mind Over Mutant,DS,2008,Platform,Other,0.39,0,0,0.03,0.42
Monster Jam: Urban Assault,Wii,2008,Racing,Activision,0.39,0,0,0.03,0.42
Marvel Super Hero Squad,DS,2009,Fighting,THQ,0.37,0.02,0,0.03,0.42
JumpStart: Escape from Adventure Island,Wii,2009,Adventure,Other,0.39,0,0,0.03,0.42
NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.39,0,0,0.03,0.42
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0,0.28,0,0.14,0.42
Barnstorming,2600,1981,Action,Activision,0.4,0.02,0,0,0.42
Midway Arcade Treasures,XB,2003,Misc,Other,0.33,0.08,0,0.01,0.42
Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.42
NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.39,0,0,0.03,0.42
Call of Duty: Modern Warfare: Mobilized,DS,2009,Shooter,Activision,0.37,0.02,0,0.03,0.42
Pirates of the Caribbean: At World's End,PSP,2007,Action,Other,0.15,0.17,0,0.1,0.42
Dexter's Laboratory Deesaster Strikes,GBA,2001,Adventure,Other,0.3,0.11,0,0.01,0.42
Scooby-Doo and the Cyber Chase,GBA,2001,Adventure,Ubisoft,0.3,0.11,0,0.01,0.42
Zone of the Enders: The 2nd Runner,PS2,2003,Simulation,Other,0.15,0.12,0.11,0.04,0.42
Ghostbusters: The Video Game,DS,2009,Action,Atari,0.26,0.12,0,0.04,0.42
Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.28,0.1,0,0.04,0.42
BlazBlue: Continuum Shift,PS3,2010,Fighting,Other,0.21,0.08,0.09,0.04,0.42
James Patterson Women's Murder Club: Games of Passion,DS,2009,Adventure,THQ,0.15,0.22,0,0.05,0.42
Cars: Race-O-Rama,PSP,2009,Racing,THQ,0.29,0.07,0,0.06,0.42
Super Wagyan Land,SNES,1991,Action,Namco Bandai,0,0,0.42,0,0.42
Super Famista 4,SNES,1995,Sports,Namco Bandai,0,0,0.42,0,0.42
Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,0,0,0.42,0,0.42
Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0,0.42
Grandia,SAT,1997,Role-Playing,Other,0,0,0.42,0,0.42
Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Other,0,0,0.42,0,0.42
Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,Namco Bandai,0,0,0.42,0,0.42
SpongeBob's Truth or Square (US sales),DS,2009,Action,THQ,0.42,0,0,0,0.42
